genre,movie_id,movie_title,year,tmdb_id,director,actor1,actor2
Drama Romance,268,Chasing Amy ,1997,2255,Kevin Smith,Ben Affleck,Joey Lauren Adams
Comedy,269,"Full Monty, The ",1997,9427,Peter Cattaneo,Robert Carlyle,Mark Addy
Drama Sci-Fi Thriller,270,Gattaca ,1997,782,Andrew Niccol,Ethan Hawke,Jude Law
Action Adventure Sci-Fi War,271,Starship Troopers ,1997,563,Paul Verhoeven,Casper Van Dien,Dina Meyer
Drama,272,Good Will Hunting ,1997,489,Gus Van Sant,Matt Damon,Robin Williams
Action Crime Thriller,273,Heat ,1995,949,Michael Mann,Al Pacino,Robert De Niro
Comedy Romance,274,Sabrina ,1995,11860,Sydney Pollack,Harrison Ford,Julia Ormond
Drama Romance,275,Sense and Sensibility ,1995,4584,Ang Lee,Kate Winslet,Emma Thompson
Drama Romance,276,Leaving Las Vegas ,1995,451,Mike Figgis,Nicolas Cage,Elisabeth Shue
Drama,277,Restoration ,1995,35196,Michael Hoffman,Robert Downey Jr.,Meg Ryan
Drama Romance,278,Bed of Roses ,1996,20927,Michael Goldenberg,Christian Slater,Mary Stuart Masterson
Drama,279,Once Upon a Time... When We Were Colored ,1995,146599,Tim Reid,"Al Freeman, Jr.",Phylicia Rashād
Drama Romance,280,Up Close and Personal ,1996,9302,Jon Avnet,Robert Redford,Michelle Pfeiffer
Action Thriller,281,"River Wild, The ",1994,8987,Curtis Hanson,Meryl Streep,David Strathairn
Drama,282,"Time to Kill, A ",1996,1645,Joel Schumacher,Matthew McConaughey,Sandra Bullock
Drama Romance,283,Emma ,1996,3573,Douglas McGrath,Gwyneth Paltrow,Toni Collette
Comedy Romance,284,Tin Cup ,1996,10478,Ron Shelton,Rene Russo,Kevin Costner
Drama,285,Secrets & Lies ,1996,11159,Mike Leigh,Timothy Spall,Brenda Blethyn
Drama Romance War,286,"English Patient, The ",1996,409,Anthony Minghella,Ralph Fiennes,Juliette Binoche
Drama,287,Marvin's Room ,1996,9819,Jerry Zaks,Diane Keaton,Meryl Streep
Horror Thriller,288,Scream ,1996,4232,Wes Craven,Neve Campbell,Courteney Cox
Drama Musical,289,Evita ,1996,8818,Alan Parker,Madonna,Antonio Banderas
Comedy,290,Fierce Creatures ,1997,12145,Fred Schepisi,John Cleese,Jamie Lee Curtis
Mystery Thriller,291,Absolute Power ,1997,66,Clint Eastwood,Clint Eastwood,Gene Hackman
Drama,292,Rosewood ,1997,25624,John Singleton,Ving Rhames,Jon Voight
Crime Drama,293,Donnie Brasco ,1997,9366,Mike Newell,Johnny Depp,Al Pacino
Comedy,294,Liar Liar ,1997,1624,Tom Shadyac,Jim Carrey,Maura Tierney
Action Thriller,295,Breakdown ,1997,2163,Jonathan Mostow,Kurt Russell,J.T. Walsh
Drama,296,"Promesse, La ",1997,24183,Jean-Pierre Dardenne,Jérémie Renier,Olivier Gourmet
Drama,297,Ulee's Gold ,1997,55306,Victor Nunez,Peter Fonda,Patricia Richardson
Action Sci-Fi Thriller,298,Face/Off ,1997,754,John Woo,John Travolta,Nicolas Cage
Crime Drama Film-Noir,299,Hoodlum ,1997,22073,Bill Duke,Laurence Fishburne,Tim Roth
Action Thriller,300,Air Force One ,1997,9772,Wolfgang Petersen,Harrison Ford,Gary Oldman
Comedy,301,In & Out ,1997,607,Barry Sonnenfeld,Tommy Lee Jones,Will Smith
Crime Film-Noir Mystery Thriller,302,L.A. Confidential ,1997,2118,Curtis Hanson,Kevin Spacey,Guy Pearce
Drama,303,Ulee's Gold ,1997,55306,Victor Nunez,Peter Fonda,Patricia Richardson
Adventure Children's,304,Fly Away Home ,1996,11076,Carroll Ballard,Jeff Daniels,Anna Paquin
Drama,305,"Ice Storm, The ",1997,68924,Ang Lee,Kevin Kline,Joan Allen
Drama Romance,306,"Mrs. Brown (Her Majesty, Mrs. Brown) ",1997,17589,John Madden,Judi Dench,Billy Connolly
Crime Horror Mystery Thriller,307,"Devil's Advocate, The ",1997,1813,Taylor Hackford,Keanu Reeves,Al Pacino
Children's Drama Fantasy,308,FairyTale: A True Story ,1997,29911,Charles Sturridge,Florence Hoath,Elizabeth Earl
Crime,309,Deceiver ,1997,14583,Jonas Pate,Tim Roth,Michael Rooker
Drama,310,"Rainmaker, The ",1997,11975,Francis Ford Coppola,Matt Damon,Danny DeVito
Drama Romance Thriller,311,"Wings of the Dove, The ",1997,45609,Iain Softley,Helena Bonham Carter,Linus Roache
Comedy Crime Drama Mystery,312,Midnight in the Garden of Good and Evil ,1997,8197,Clint Eastwood,John Cusack,Kevin Spacey
Action Drama Romance,313,Titanic ,1997,597,James Cameron,Kate Winslet,Leonardo DiCaprio
Action Children's,314,3 Ninjas: High Noon At Mega Mountain ,1997,32302,Sean McNamara,Victor Wong,Mathew Botuchis
Drama Thriller,315,Apt Pupil ,1998,9445,Bryan Singer,Ian McKellen,Brad Renfro
Comedy Drama,316,As Good As It Gets ,1997,2898,James L. Brooks,Jack Nicholson,Helen Hunt
Drama,317,In the Name of the Father ,1993,7984,Jim Sheridan,Daniel Day-Lewis,Pete Postlethwaite
Drama War,318,Schindler's List ,1993,424,Steven Spielberg,Liam Neeson,Ben Kingsley
Comedy Musical Romance,319,Everyone Says I Love You ,1996,9716,Woody Allen,Woody Allen,Julia Roberts
Documentary,320,Paradise Lost: The Child Murders at Robin Hood Hills ,1996,17204,Joe Berlinger,Joe Berlinger,Bruce Sinofsky
Comedy,321,Mother ,1996,27265,Albert Brooks,Albert Brooks,Debbie Reynolds
Mystery Thriller,322,Murder at 1600 ,1997,9415,Dwight H. Little,Wesley Snipes,Diane Lane
Action Thriller,323,Dante's Peak ,1997,9619,Roger Donaldson,Pierce Brosnan,Linda Hamilton
Mystery,324,Lost Highway ,1997,638,David Lynch,Bill Pullman,Patricia Arquette
Drama Thriller,325,Crash ,1997,884,David Cronenberg,James Spader,Deborah Kara Unger
Action Drama War,326,G.I. Jane ,1997,4421,Ridley Scott,Demi Moore,Viggo Mortensen
Crime Drama Mystery,327,Cop Land ,1997,2142,James Mangold,Sylvester Stallone,Harvey Keitel
Action Mystery Romance Thriller,328,Conspiracy Theory ,1997,8834,Richard Donner,Mel Gibson,Julia Roberts
Crime Drama Thriller,329,Desperate Measures ,1998,9458,Barbet Schroeder,Michael Keaton,Andy García
Drama,330,187 ,1997,6072,Kevin Reynolds,Samuel L. Jackson,John Heard
Adventure Thriller,331,"Edge, The ",1997,9433,Lee Tamahori,Alec Baldwin,Anthony Hopkins
Crime Drama Thriller,332,Kiss the Girls ,1997,9437,Gary Fleder,Morgan Freeman,Ashley Judd
Mystery Thriller,333,"Game, The ",1997,2649,David Fincher,Michael Douglas,Sean Penn
Action Crime Mystery,334,U Turn ,1997,10155,Oliver Stone,Sean Penn,Nick Nolte
Comedy,335,How to Be a Player ,1997,28353,Lionel C. Martin,Bill Bellamy,Lark Voorhies
Crime Thriller,336,Playing God ,1997,12628,Andy Wilson,David Duchovny,Timothy Hutton
Comedy Drama Thriller,337,"House of Yes, The ",1997,33344,Mark Waters,Parker Posey,Josh Hamilton
Comedy,338,Bean ,1997,1281,Mel Smith,Rowan Atkinson,Peter MacNicol
Action Drama,339,Mad City ,1997,9770,Costa-Gavras,John Travolta,Dustin Hoffman
Drama,340,Boogie Nights ,1997,4995,Paul Thomas Anderson,Mark Wahlberg,Julianne Moore
Comedy,341,Critical Care ,1997,61337,Sidney Lumet,James Spader,Kyra Sedgwick
Comedy Mystery,342,"Man Who Knew Too Little, The ",1997,9414,Jon Amiel,Bill Murray,Peter Gallagher
Action Horror Sci-Fi,343,Alien: Resurrection ,1997,8078,Jean-Pierre Jeunet,Sigourney Weaver,Winona Ryder
Drama,344,"Apostle, The ",1997,2895,Robert Duvall,Robert Duvall,Billy Bob Thornton
Comedy Drama,345,Deconstructing Harry ,1997,2639,Woody Allen,Woody Allen,Kirstie Alley
Crime Drama,346,Jackie Brown ,1997,184,Quentin Tarantino,Pam Grier,Samuel L. Jackson
Comedy Drama,347,Wag the Dog ,1998,586,Barry Levinson,Dustin Hoffman,Robert De Niro
Crime Drama Thriller,348,Desperate Measures ,1998,9458,Barbet Schroeder,Michael Keaton,Andy García
Action Thriller,349,Hard Rain ,1998,11258,Mikael Salomon,Morgan Freeman,Christian Slater
Action Mystery Thriller,350,Fallen ,1998,9411,Gregory Hoblit,Denzel Washington,John Goodman
Horror,351,"Prophecy II, The ",1998,9033,Greg Spence,Christopher Walken,Jennifer Beals
Comedy Musical,352,Spice World ,1997,6116,Bob Spiers,Victoria Beckham,Melanie Brown
Action Horror Sci-Fi,353,Deep Rising ,1998,9457,Stephen Sommers,Treat Williams,Famke Janssen
Comedy Romance,354,"Wedding Singer, The ",1998,11003,Frank Coraci,Adam Sandler,Drew Barrymore
Adventure Sci-Fi Thriller,355,Sphere ,1998,10153,Barry Levinson,Dustin Hoffman,Sharon Stone
Drama Mystery Thriller,356,"Client, The ",1994,10731,Joel Schumacher,Susan Sarandon,Tommy Lee Jones
Drama,357,One Flew Over the Cuckoo's Nest ,1975,510,Miloš Forman,Jack Nicholson,Louise Fletcher
Action Adventure Sci-Fi Thriller,358,Spawn ,1997,10336,Mark A.Z. Dippé,Michael Jai White,Martin Sheen
Thriller,359,"Assignment, The ",1997,18355,Christian Duguay,Aidan Quinn,Donald Sutherland
Documentary,360,Wonderland ,1997,251481,John O'Hagan,Bill Griffith,
Crime Thriller,361,Incognito ,1997,45928,John Badham,Jason Patric,Irène Jacob
Action Comedy Musical,362,Blues Brothers 2000 ,1998,11568,John Landis,Dan Aykroyd,John Goodman
Action,363,Sudden Death ,1995,9091,Peter Hyams,Jean-Claude Van Damme,Powers Boothe
Comedy,364,Ace Ventura: When Nature Calls ,1995,9273,Steve Oedekerk,Jim Carrey,Ian McNeice
Drama,365,Powder ,1995,12665,Victor Salva,Mary Steenburgen,Sean Patrick Flanery
Drama,366,Dangerous Minds ,1995,9909,John N. Smith,Michelle Pfeiffer,George Dzundza
Comedy,367,Clueless ,1995,9603,Amy Heckerling,Alicia Silverstone,Stacey Dash
Comedy,368,Bio-Dome ,1996,9536,Jason Bloom,Pauly Shore,Stephen Baldwin
Comedy,369,Black Sheep ,1996,13997,Penelope Spheeris,Chris Farley,David Spade
Drama Thriller,370,Mary Reilly ,1996,9095,Stephen Frears,Julia Roberts,John Malkovich
Drama Romance,371,"Bridges of Madison County, The ",1996,688,Clint Eastwood,Meryl Streep,Clint Eastwood
Comedy,372,Jeffrey ,1995,17447,Christopher Ashley,Steven Weber,Patrick Stewart
Action Adventure Sci-Fi,373,Judge Dredd ,1995,9482,Danny Cannon,Sylvester Stallone,Diane Lane
Action Children's,374,Mighty Morphin Power Rangers: The Movie ,1995,9070,Bryan Spicer,Amy Jo Johnson,Jason David Frank
Drama,375,Showgirls ,1995,10802,Paul Verhoeven,Elizabeth Berkley,Kyle MacLachlan
Comedy,376,Houseguest ,1994,17207,Randall Miller,Sinbad,Phil Hartman
Children's Comedy,377,Heavyweights ,1994,350053,Jesper Quistgaard,,
Drama,378,Miracle on 34th Street ,1994,10510,Les Mayfield,Mara Wilson,Richard Attenborough
Horror,379,Tales From the Crypt Presents: Demon Knight ,1995,9059,Ernest R. Dickerson,Billy Zane,William Sadler
Action Adventure Sci-Fi,380,Star Trek: Generations ,1994,193,David Carson,Patrick Stewart,Jonathan Frakes
Comedy Romance,381,Muriel's Wedding ,1994,236,P.J. Hogan,Toni Collette,Bill Hunter
Comedy Drama,382,"Adventures of Priscilla, Queen of the Desert, The ",1994,2759,Stephan Elliott,Terence Stamp,Hugo Weaving
Children's Comedy,383,"Flintstones, The ",1994,888,Brian Levant,John Goodman,Elizabeth Perkins
Comedy,384,Naked Gun 33 1/3: The Final Insult ,1994,36593,Peter Segal,Leslie Nielsen,Priscilla Presley
Action Adventure Comedy Romance,385,True Lies ,1994,36955,James Cameron,Arnold Schwarzenegger,Jamie Lee Curtis
Comedy,386,Addams Family Values ,1993,2758,Barry Sonnenfeld,Raúl Juliá,Anjelica Huston
Drama,387,"Age of Innocence, The ",1993,10436,Martin Scorsese,Daniel Day-Lewis,Michelle Pfeiffer
Action Comedy,388,Beverly Hills Cop III ,1994,306,John Landis,Eddie Murphy,Judge Reinhold
Adventure Children's,389,Black Beauty ,1994,14522,Caroline Thompson,Alan Cumming,Sean Bean
Comedy,390,Fear of a Black Hat ,1993,20239,Rusty Cundieff,Larry B. Scott,Mark Christopher Lawrence
Action Comedy,391,Last Action Hero ,1993,9593,John McTiernan,Arnold Schwarzenegger,Austin O'Brien
Drama,392,"Man Without a Face, The ",1993,10502,Mel Gibson,Mel Gibson,Nick Stahl
Comedy,393,Mrs. Doubtfire ,1993,788,Chris Columbus,Robin Williams,Sally Field
Comedy Mystery Romance,394,Radioland Murders ,1994,22588,Mel Smith,Brian Benben,Mary Stuart Masterson
Comedy,395,Robin Hood: Men in Tights ,1993,8005,Mel Brooks,Cary Elwes,Dom DeLuise
Comedy Crime Horror,396,Serial Mom ,1994,11592,John Waters,Kathleen Turner,Sam Waterston
Action,397,Striking Distance ,1993,11074,Rowdy Herrington,Bruce Willis,Sarah Jessica Parker
Action Adventure Children's Sci-Fi,398,Super Mario Bros. ,1993,9607,Annabel Jankel,Bob Hoskins,John Leguizamo
Action Adventure Comedy,399,"Three Musketeers, The ",1993,10057,Stephen Herek,Charlie Sheen,Kiefer Sutherland
Children's Comedy,400,"Little Rascals, The ",1994,10897,Penelope Spheeris,Bug Hall,Travis Tedford
Comedy,401,"Brady Bunch Movie, The ",1995,9066,Betty Thomas,Shelley Long,Gary Cole
Comedy Romance Thriller,402,Ghost ,1990,251,Jerry Zucker,Patrick Swayze,Demi Moore
Action Adventure Crime Drama,403,Batman ,1989,268,Tim Burton,Michael Keaton,Jack Nicholson
Animation Children's,404,Pinocchio ,1940,10895,Hamilton Luske,Dickie Jones,Cliff Edwards
Action Adventure Mystery,405,Mission: Impossible ,1996,954,Brian De Palma,Tom Cruise,Jon Voight
Horror Thriller,406,Thinner ,1996,10280,Tom Holland,Robert John Burke,Lucinda Jenney
Comedy,407,Spy Hard ,1996,10535,Rick Friedberg,Leslie Nielsen,Nicollette Sheridan
Animation Comedy Thriller,408,"Close Shave, A ",1996,532,Nick Park,Peter Sallis,Anne Reid
Comedy Drama,409,Jack ,1996,7095,Francis Ford Coppola,Robin Williams,Diane Lane
Comedy,410,Kingpin ,1996,11543,Bobby Farrelly,Woody Harrelson,Randy Quaid
Comedy Fantasy Romance Sci-Fi,411,"Nutty Professor, The ",1996,9327,Tom Shadyac,Eddie Murphy,Jada Pinkett Smith
Comedy,412,"Very Brady Sequel, A ",1996,12606,Arlene Sanford,Shelley Long,Gary Cole
Horror,413,Tales from the Crypt Presents: Bordello of Blood ,1996,9431,Gilbert Adler,Dennis Miller,Erika Eleniak
Comedy,414,My Favorite Year ,1982,31044,Richard Benjamin,Peter O'Toole,Mark Linn-Baker
Children's Comedy Western,415,"Apple Dumpling Gang, The ",1975,18660,Norman Tokar,Don Knotts,Tim Conway
Children's Drama,416,Old Yeller ,1957,22660,Robert Stevenson,Dorothy McGuire,Fess Parker
Children's Drama,417,"Parent Trap, The ",1961,19186,David Swift,Hayley Mills,Maureen O'Hara
Animation Children's Musical,418,Cinderella ,1950,11224,Clyde Geronimi,Ilene Woods,Eleanor Audley
Children's Comedy Musical,419,Mary Poppins ,1964,433,Robert Stevenson,Julie Andrews,Dick Van Dyke
Animation Children's Musical,420,Alice in Wonderland ,1951,12092,Clyde Geronimi,Kathryn Beaumont,Verna Felton
Drama Romance,421,William Shakespeare's Romeo and Juliet ,1996,454,Baz Luhrmann,Leonardo DiCaprio,Claire Danes
Animation Children's Comedy,422,Aladdin and the King of Thieves ,1996,11238,Tad Stones,Scott Weinger,Linda Larkin
Children's Drama Fantasy Sci-Fi,423,E.T. the Extra-Terrestrial ,1982,601,Steven Spielberg,Henry Thomas,Drew Barrymore
Horror,424,Children of the Corn: The Gathering ,1996,25750,Greg Spence,Naomi Watts,Jamie Renée Smith
Comedy,425,Bob Roberts ,1992,10608,Tim Robbins,Tim Robbins,Giancarlo Esposito
Action Animation Children's Sci-Fi Thriller War,426,"Transformers: The Movie, The ",1986,1857,Nelson Shin,Judd Nelson,Peter Cullen
Drama,427,To Kill a Mockingbird ,1962,595,Robert Mulligan,Gregory Peck,Mary Badham
Comedy,428,Harold and Maude ,1971,343,Hal Ashby,Ruth Gordon,Bud Cort
Drama Sci-Fi,429,"Day the Earth Stood Still, The ",1951,828,Robert Wise,Michael Rennie,Patricia Neal
Comedy War,430,Duck Soup ,1933,3063,Leo McCarey,Groucho Marx,Harpo Marx
Action Adventure,431,Highlander ,1986,8009,Russell Mulcahy,Christopher Lambert,Roxanne Hart
Animation Children's Musical,432,Fantasia ,1940,756,Samuel Armstrong,Deems Taylor,Walt Disney
Comedy,433,Heathers ,1989,2640,Michael Lehmann,Winona Ryder,Christian Slater
Sci-Fi,434,Forbidden Planet ,1956,830,Fred M. Wilcox,Walter Pidgeon,Anne Francis
Action Comedy Western,435,Butch Cassidy and the Sundance Kid ,1969,642,George Roy Hill,Paul Newman,Robert Redford
Horror,436,"American Werewolf in London, An ",1981,814,John Landis,David Naughton,Jenny Agutter
Horror,437,Amityville 1992: It's About Time ,1992,41671,Tony Randel,Stephen Macht,Shawn Weatherly
Horror,438,Amityville 3-D ,1983,27214,Richard Fleischer,Tony Roberts,Tess Harper
Horror,439,Amityville: A New Generation ,1993,33519,John Murlowski,Ross Partridge,Robert Harvey
Horror,440,Amityville II: The Possession ,1982,16235,Damiano Damiani,James Olson,Burt Young
Horror,441,"Amityville Horror, The ",1979,11449,Stuart Rosenberg,James Brolin,Margot Kidder
Horror,442,"Amityville Curse, The ",1990,41848,Tom Bery,Kim Coates,Dawna Wightman
Horror,443,"Birds, The ",1963,571,Alfred Hitchcock,Rod Taylor,Tippi Hedren
Horror Sci-Fi,444,"Blob, The ",1958,8851,Irvin S. Yeaworth Jr.,Steve McQueen,Aneta Corsaut
Horror,445,"Body Snatcher, The ",1945,30346,Robert Wise,Boris Karloff,Bela Lugosi
Horror,446,Burnt Offerings ,1976,13549,Dan Curtis,Karen Black,Oliver Reed
Horror,447,Carrie ,1976,7340,Brian De Palma,Sissy Spacek,John Travolta
Horror,448,"Omen, The ",1976,794,Richard Donner,Gregory Peck,Lee Remick
Action Adventure Sci-Fi,449,Star Trek: The Motion Picture ,1979,152,Robert Wise,William Shatner,Leonard Nimoy
Action Adventure Sci-Fi,450,Star Trek V: The Final Frontier ,1989,172,William Shatner,William Shatner,Leonard Nimoy
Comedy Musical Romance,451,Grease ,1978,621,Randal Kleiser,John Travolta,Olivia Newton-John
Action Horror,452,Jaws 2 ,1978,579,Jeannot Szwarc,Roy Scheider,Lorraine Gary
Action Horror,453,Jaws 3-D ,1983,17692,Joe Alves,Dennis Quaid,Bess Armstrong
Drama,454,Bastard Out of Carolina ,1996,41240,Anjelica Huston,Jennifer Jason Leigh,Lyle Lovett
Action,455,Jackie Chan's First Strike ,1997,9404,Stanley Tong,Jackie Chan,Bill Tung
Action Comedy,456,Beverly Hills Ninja ,1997,9622,Dennis Dugan,Chris Farley,Nicollette Sheridan
Adventure Children's Drama,457,Free Willy 3: The Rescue ,1997,18519,Sam Pillsbury,Jason James Richter,August Schellenberg
Drama,458,Nixon ,1995,10858,Oliver Stone,Anthony Hopkins,Joan Allen
Drama,459,"Cry, the Beloved Country ",1995,34615,Darrell James Roodt,James Earl Jones,Charles S. Dutton
Drama,460,"Crossing Guard, The ",1995,27526,Sean Penn,Jack Nicholson,David Morse
Drama,461,Smoke ,1995,10149,Wayne Wang,Harvey Keitel,William Hurt
Drama Romance,462,Like Water For Chocolate (Como agua para chocolate) ,1992,18183,Alfonso Aráu,Marco Leonardi,Lumi Cavazos
Adventure,463,"Secret of Roan Inish, The ",1994,14334,John Sayles,Jeni Courtney,Eileen Colgan
Drama,464,Vanya on 42nd Street ,1994,32636,Louis Malle,Wallace Shawn,Julianne Moore
Adventure Children's Romance,465,"Jungle Book, The ",1994,10714,Stephen Sommers,Jason Scott Lee,Cary Elwes
Thriller,466,Red Rock West ,1992,10427,John Dahl,Nicolas Cage,Dennis Hopper
Drama,467,"Bronx Tale, A ",1993,1607,Robert De Niro,Robert De Niro,Chazz Palminteri
Drama,468,Rudy ,1993,14534,David Anspaugh,Sean Astin,Jon Favreau
Drama,469,Short Cuts ,1993,695,Robert Altman,Julianne Moore,Andie MacDowell
Western,470,Tombstone ,1993,11969,George P. Cosmatos,Kurt Russell,Val Kilmer
Drama War,471,Courage Under Fire ,1996,10684,Edward Zwick,Denzel Washington,Meg Ryan
Action Adventure Fantasy,472,Dragonheart ,1996,8840,Rob Cohen,Dennis Quaid,David Thewlis
Animation Children's Musical,473,James and the Giant Peach ,1996,10539,Henry Selick,Paul Terry,Miriam Margolyes
Sci-Fi War,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,1963,935,Stanley Kubrick,Peter Sellers,George C. Scott
Drama,475,Trainspotting ,1996,627,Danny Boyle,Ewan McGregor,Ewen Bremner
Comedy,476,"First Wives Club, The ",1996,2925,Hugh Wilson,Goldie Hawn,Bette Midler
Children's Comedy,477,Matilda ,1996,10830,Danny DeVito,Mara Wilson,Danny DeVito
Comedy Romance,478,"Philadelphia Story, The ",1940,981,George Cukor,Cary Grant,Katharine Hepburn
Mystery Thriller,479,Vertigo ,1958,426,Alfred Hitchcock,James Stewart,Kim Novak
Comedy Thriller,480,North by Northwest ,1959,213,Alfred Hitchcock,Cary Grant,Eva Marie Saint
Comedy Drama,481,"Apartment, The ",1960,284,Billy Wilder,Jack Lemmon,Shirley MacLaine
Comedy Crime,482,Some Like It Hot ,1959,239,Billy Wilder,Marilyn Monroe,Tony Curtis
Drama Romance War,483,Casablanca ,1942,289,Michael Curtiz,Humphrey Bogart,Ingrid Bergman
Film-Noir Mystery,484,"Maltese Falcon, The ",1941,963,John Huston,Humphrey Bogart,Mary Astor
Musical Romance,485,My Fair Lady ,1964,11113,George Cukor,Audrey Hepburn,Rex Harrison
Comedy Romance,486,Sabrina ,1954,6620,Billy Wilder,Humphrey Bogart,Audrey Hepburn
Comedy Romance,487,Roman Holiday ,1953,804,William Wyler,Gregory Peck,Audrey Hepburn
Film-Noir,488,Sunset Blvd. ,1950,599,Billy Wilder,William Holden,Gloria Swanson
Film-Noir Romance Thriller,489,Notorious ,1946,303,Alfred Hitchcock,Cary Grant,Ingrid Bergman
Comedy Romance Thriller,490,To Catch a Thief ,1955,381,Alfred Hitchcock,Cary Grant,Grace Kelly
Action Adventure,491,"Adventures of Robin Hood, The ",1938,10907,Michael Curtiz,Errol Flynn,Olivia de Havilland
Drama,492,East of Eden ,1955,220,Elia Kazan,James Dean,Julie Harris
Mystery,493,"Thin Man, The ",1934,3529,W.S. Van Dyke,William Powell,Myrna Loy
Comedy,494,His Girl Friday ,1940,3085,Howard Hawks,Cary Grant,Rosalind Russell
Adventure Comedy,495,Around the World in 80 Days ,1956,2897,Michael Anderson,David Niven,Cantinflas
Drama,496,It's a Wonderful Life ,1946,1585,Frank Capra,James Stewart,Donna Reed
Comedy,497,Bringing Up Baby ,1938,900,Howard Hawks,Katharine Hepburn,Cary Grant
Action Adventure Romance War,498,"African Queen, The ",1951,488,John Huston,Humphrey Bogart,Katharine Hepburn
Drama,499,Cat on a Hot Tin Roof ,1958,261,Richard Brooks,Elizabeth Taylor,Paul Newman
Adventure Children's,500,Fly Away Home ,1996,11076,Carroll Ballard,Jeff Daniels,Anna Paquin
Animation Children's Musical,501,Dumbo ,1941,11360,Ben Sharpsteen,Sterling Holloway,Herman Bing
Comedy War,502,Bananas ,1971,11302,Woody Allen,Woody Allen,Louise Lasser
Drama,503,"Candidate, The ",1972,21711,Michael Ritchie,Robert Redford,Peter Boyle
Crime Drama,504,Bonnie and Clyde ,1967,475,Arthur Penn,Warren Beatty,Faye Dunaway
Mystery Thriller,505,Dial M for Murder ,1954,521,Alfred Hitchcock,Ray Milland,Grace Kelly
Drama,506,Rebel Without a Cause ,1955,221,Nicholas Ray,James Dean,Natalie Wood
Drama,507,"Streetcar Named Desire, A ",1951,702,Elia Kazan,Vivien Leigh,Marlon Brando
Drama,508,"People vs. Larry Flynt, The ",1996,1630,Miloš Forman,Woody Harrelson,Courtney Love
Drama,509,My Left Foot ,1989,10161,Jim Sheridan,Daniel Day-Lewis,Brenda Fricker
Action Drama Western,510,"Magnificent Seven, The ",1954,346,Akira Kurosawa,Toshirō Mifune,Takashi Shimura
Adventure War,511,Lawrence of Arabia ,1962,947,David Lean,Peter O'Toole,Alec Guinness
Comedy Drama Romance,512,Wings of Desire ,1987,144,Wim Wenders,Bruno Ganz,Otto Sander
Mystery Thriller,513,"Third Man, The ",1949,1092,Carol Reed,Joseph Cotten,Alida Valli
Comedy Romance,514,Annie Hall ,1977,703,Woody Allen,Woody Allen,Diane Keaton
Action Drama War,515,"Boot, Das ",1997,387,Wolfgang Petersen,Jürgen Prochnow,Herbert Grönemeyer
Comedy,516,Local Hero ,1983,11235,Bill Forsyth,Burt Lancaster,Peter Riegert
Comedy Drama Romance,517,Manhattan ,1979,696,Woody Allen,Woody Allen,Diane Keaton
Drama,518,Miller's Crossing ,1990,379,Joel Coen,John Turturro,Gabriel Byrne
Adventure,519,"Treasure of the Sierra Madre, The ",1948,3090,John Huston,Humphrey Bogart,Walter Huston
Adventure War,520,"Great Escape, The ",1963,5925,John Sturges,James Garner,Donald Pleasence
Drama War,521,"Deer Hunter, The ",1978,11778,Michael Cimino,Robert De Niro,John Cazale
Comedy Drama,522,Down by Law ,1986,1554,Jim Jarmusch,Tom Waits,John Lurie
Comedy Drama,523,Cool Hand Luke ,1967,903,Stuart Rosenberg,Paul Newman,George Kennedy
Comedy,524,"Great Dictator, The ",1940,914,Charlie Chaplin,Charlie Chaplin,Jack Oakie
Film-Noir Mystery,525,"Big Sleep, The ",1946,910,Howard Hawks,Humphrey Bogart,Lauren Bacall
Action Adventure Drama,526,Ben-Hur ,1959,665,William Wyler,Charlton Heston,Jack Hawkins
Drama,527,Gandhi ,1982,783,Richard Attenborough,Ben Kingsley,Candice Bergen
Drama War,528,"Killing Fields, The ",1984,625,Roland Joffé,Sam Waterston,Haing S. Ngor
Drama,529,My Life as a Dog (Mitt liv som hund) ,1985,8816,Lasse Hallström,Anki Lidén,Anton Glanzelius
Adventure,530,"Man Who Would Be King, The ",1975,983,John Huston,Sean Connery,Michael Caine
Drama Romance,531,Shine ,1996,7863,Scott Hicks,Geoffrey Rush,Noah Taylor
Romance,532,Kama Sutra: A Tale of Love ,1997,28005,Mira Nair,Indira Varma,Sarita Choudhury
Mystery,533,"Daytrippers, The ",1997,49806,Greg Mottola,Stanley Tucci,Hope Davis
Drama,534,Traveller ,1997,31465,Jack Green,Bill Paxton,Julianna Margulies
Comedy Romance,535,Addicted to Love ,1997,2058,Griffin Dunne,Meg Ryan,Matthew Broderick
Drama,536,Ponette ,1997,38523,Jacques Doillon,Delphine Schiltz,Victoire Thivisol
Drama,537,My Own Private Idaho ,1991,468,Gus Van Sant,River Phoenix,Keanu Reeves
Animation Children's Musical,538,Anastasia ,1997,9444,Don Bluth,Meg Ryan,John Cusack
Children's Comedy,539,Mouse Hunt ,1997,6283,Gore Verbinski,Nathan Lane,Lee Evans
Action,540,Money Train ,1995,11517,Joseph Ruben,Wesley Snipes,Woody Harrelson
Action Adventure,541,Mortal Kombat ,1995,9312,Paul W.S. Anderson,Christopher Lambert,Robin Shou
Animation Children's Musical Romance,542,Pocahontas ,1995,10530,Mike Gabriel,Irene Bedard,Mel Gibson
Drama Musical,543,"Misérables, Les ",1995,-1,,,
