movie_title,year,movie+title,tmdb_id
Bonnie and Clyde ,1967.0,Bonnie+and+Clyde,
Dial M for Murder ,1954.0,Dial+M+for+Murder,
Rebel Without a Cause ,1955.0,Rebel+Without+a+Cause,
"Streetcar Named Desire, A ",1951.0,"Streetcar+Named+Desire,+A",
"People vs. Larry Flynt, The ",1996.0,"People+vs.+Larry+Flynt,+The",
My Left Foot ,1989.0,My+Left+Foot,
"Magnificent Seven, The ",1954.0,"Magnificent+Seven,+The",
Lawrence of Arabia ,1962.0,Lawrence+of+Arabia,
Wings of Desire ,1987.0,Wings+of+Desire,
"Third Man, The ",1949.0,"Third+Man,+The",
Annie Hall ,1977.0,Annie+Hall,
"Boot, Das ",1997.0,"Boot,+Das",
Local Hero ,1983.0,Local+Hero,
Manhattan ,1979.0,Manhattan,
Miller's Crossing ,1990.0,Miller's+Crossing,
"Treasure of the Sierra Madre, The ",1948.0,"Treasure+of+the+Sierra+Madre,+The",
"Great Escape, The ",1963.0,"Great+Escape,+The",
"Deer Hunter, The ",1978.0,"Deer+Hunter,+The",
Down by Law ,1986.0,Down+by+Law,
Cool Hand Luke ,1967.0,Cool+Hand+Luke,
"Great Dictator, The ",1940.0,"Great+Dictator,+The",
"Big Sleep, The ",1946.0,"Big+Sleep,+The",
Ben-Hur ,1959.0,Ben-Hur,
Gandhi ,1982.0,Gandhi,
"Killing Fields, The ",1984.0,"Killing+Fields,+The",
My Life as a Dog (Mitt liv som hund) ,1985.0,My+Life+as+a+Dog,
"Man Who Would Be King, The ",1975.0,"Man+Who+Would+Be+King,+The",
Shine ,1996.0,Shine,
Kama Sutra: A Tale of Love ,1997.0,Kama+Sutra:+A+Tale+of+Love,
"Daytrippers, The ",1997.0,"Daytrippers,+The",
Traveller ,1997.0,Traveller,
Addicted to Love ,1997.0,Addicted+to+Love,
Ponette ,1997.0,Ponette,
My Own Private Idaho ,1991.0,My+Own+Private+Idaho,
Anastasia ,1997.0,Anastasia,
Mouse Hunt ,1997.0,Mouse+Hunt,
Money Train ,1995.0,Money+Train,
Mortal Kombat ,1995.0,Mortal+Kombat,
Pocahontas ,1995.0,Pocahontas,
"Misérables, Les ",1995.0,"Misérables,+Les",-1.0
Things to Do in Denver when You're Dead ,1996.0,Things+to+Do+in+Denver+when+You're+Dead,
Vampire in Brooklyn ,1995.0,Vampire+in+Brooklyn,
Broken Arrow ,1996.0,Broken+Arrow,
"Young Poisoner's Handbook, The ",1996.0,"Young+Poisoner's+Handbook,+The",
"NeverEnding Story III, The ",1996.0,"NeverEnding+Story+III,+The",
Rob Roy ,1995.0,Rob+Roy,
Die Hard: With a Vengeance ,1995.0,Die+Hard:+With+a+Vengeance,
Lord of Illusions ,1995.0,Lord+of+Illusions,
Species ,1995.0,Species,
"Walk in the Clouds, A ",1995.0,"Walk+in+the+Clouds,+A",
Waterworld ,1995.0,Waterworld,
White Man's Burden ,1995.0,White+Man's+Burden,
Wild Bill ,1995.0,Wild+Bill,
Farinelli: il castrato ,1994.0,Farinelli:+il+castrato,
Heavenly Creatures ,1994.0,Heavenly+Creatures,
Interview with the Vampire ,1994.0,Interview+with+the+Vampire,
"Kid in King Arthur's Court, A ",1995.0,"Kid+in+King+Arthur's+Court,+A",
Mary Shelley's Frankenstein ,1994.0,Mary+Shelley's+Frankenstein,
"Quick and the Dead, The ",1995.0,"Quick+and+the+Dead,+The",
Stephen King's The Langoliers ,1995.0,Stephen+King's+The+Langoliers,-1.0
Tales from the Hood ,1995.0,Tales+from+the+Hood,
Village of the Damned ,1995.0,Village+of+the+Damned,
Clear and Present Danger ,1994.0,Clear+and+Present+Danger,
Wes Craven's New Nightmare ,1994.0,Wes+Craven's+New+Nightmare,
Speed ,1994.0,Speed,
Wolf ,1994.0,Wolf,
Wyatt Earp ,1994.0,Wyatt+Earp,
Another Stakeout ,1993.0,Another+Stakeout,
Blown Away ,1994.0,Blown+Away,
Body Snatchers ,1993.0,Body+Snatchers,
Boxing Helena ,1993.0,Boxing+Helena,
City Slickers II: The Legend of Curly's Gold ,1994.0,City+Slickers+II:+The+Legend+of+Curly's+Gold,
Cliffhanger ,1993.0,Cliffhanger,
Coneheads ,1993.0,Coneheads,
Demolition Man ,1993.0,Demolition+Man,
Fatal Instinct ,1993.0,Fatal+Instinct,
"Englishman Who Went Up a Hill, But Came Down a Mountain, The ",1995.0,"Englishman+Who+Went+Up+a+Hill,+But+Came+Down+a+Mountain,+The",
Kalifornia ,1993.0,Kalifornia,
"Piano, The ",1993.0,"Piano,+The",
Romeo Is Bleeding ,1993.0,Romeo+Is+Bleeding,
"Secret Garden, The ",1993.0,"Secret+Garden,+The",
Son in Law ,1993.0,Son+in+Law,
Terminal Velocity ,1994.0,Terminal+Velocity,
"Hour of the Pig, The ",1993.0,"Hour+of+the+Pig,+The",
Beauty and the Beast ,1991.0,Beauty+and+the+Beast,
"Wild Bunch, The ",1969.0,"Wild+Bunch,+The",
Hellraiser: Bloodline ,1996.0,Hellraiser:+Bloodline,
Primal Fear ,1996.0,Primal+Fear,
True Crime ,1995.0,True+Crime,
Stalingrad ,1993.0,Stalingrad,
Heavy ,1996.0,Heavy,
"Fan, The ",1996.0,"Fan,+The",
"Hunchback of Notre Dame, The ",1996.0,"Hunchback+of+Notre+Dame,+The",
Eraser ,1996.0,Eraser,
"Big Squeeze, The ",1996.0,"Big+Squeeze,+The",
Police Story 4: Project S (Chao ji ji hua) ,1996.0,Police+Story+4:+Project+S,-1.0
Daniel Defoe's Robinson Crusoe ,1996.0,Daniel+Defoe's+Robinson+Crusoe,-1.0
For Whom the Bell Tolls ,1943.0,For+Whom+the+Bell+Tolls,
"American in Paris, An ",1951.0,"American+in+Paris,+An",
Rear Window ,1954.0,Rear+Window,
It Happened One Night ,1934.0,It+Happened+One+Night,
Meet Me in St. Louis ,1944.0,Meet+Me+in+St.+Louis,
All About Eve ,1950.0,All+About+Eve,
Rebecca ,1940.0,Rebecca,
Spellbound ,1945.0,Spellbound,
Father of the Bride ,1950.0,Father+of+the+Bride,
Gigi ,1958.0,Gigi,
Laura ,1944.0,Laura,
Lost Horizon ,1937.0,Lost+Horizon,
My Man Godfrey ,1936.0,My+Man+Godfrey,
Giant ,1956.0,Giant,
"39 Steps, The ",1935.0,"39+Steps,+The",
Night of the Living Dead ,1968.0,Night+of+the+Living+Dead,
"Blue Angel, The (Blaue Engel, Der) ",1930.0,"Blue+Angel,+The",
Picnic ,1955.0,Picnic,
Extreme Measures ,1996.0,Extreme+Measures,
"Chamber, The ",1996.0,"Chamber,+The",
"Davy Crockett, King of the Wild Frontier ",1955.0,"Davy+Crockett,+King+of+the+Wild+Frontier",
Swiss Family Robinson ,1960.0,Swiss+Family+Robinson,
Angels in the Outfield ,1994.0,Angels+in+the+Outfield,
"Three Caballeros, The ",1945.0,"Three+Caballeros,+The",
"Sword in the Stone, The ",1963.0,"Sword+in+the+Stone,+The",
So Dear to My Heart ,1949.0,So+Dear+to+My+Heart,
Robin Hood: Prince of Thieves ,1991.0,Robin+Hood:+Prince+of+Thieves,
Sleepers ,1996.0,Sleepers,
Victor/Victoria ,1982.0,Victor/Victoria,
"Great Race, The ",1965.0,"Great+Race,+The",
"Crying Game, The ",1992.0,"Crying+Game,+The",
Sophie's Choice ,1982.0,Sophie's+Choice,
"Christmas Carol, A ",1938.0,"Christmas+Carol,+A",
Microcosmos: Le peuple de l'herbe ,1996.0,Microcosmos:+Le+peuple+de+l'herbe,
"Fog, The ",1980.0,"Fog,+The",
Escape from New York ,1981.0,Escape+from+New+York,
"Howling, The ",1981.0,"Howling,+The",
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) ",1982.0,"Return+of+Martin+Guerre,+The",
"Tin Drum, The (Blechtrommel, Die) ",1979.0,"Tin+Drum,+The",
"Cook the Thief His Wife & Her Lover, The ",1989.0,"Cook+the+Thief+His+Wife+&+Her+Lover,+The",
Paths of Glory ,1957.0,Paths+of+Glory,
"Grifters, The ",1990.0,"Grifters,+The",
The Innocent ,1994.0,The+Innocent,
"Thin Blue Line, The ",1988.0,"Thin+Blue+Line,+The",
Paris Is Burning ,1990.0,Paris+Is+Burning,
Once Upon a Time in the West ,1969.0,Once+Upon+a+Time+in+the+West,
Ran ,1985.0,Ran,
"Quiet Man, The ",1952.0,"Quiet+Man,+The",
Once Upon a Time in America ,1984.0,Once+Upon+a+Time+in+America,
"Seventh Seal, The (Sjunde inseglet, Det) ",1957.0,"Seventh+Seal,+The",
Glory ,1989.0,Glory,
Rosencrantz and Guildenstern Are Dead ,1990.0,Rosencrantz+and+Guildenstern+Are+Dead,
Touch of Evil ,1958.0,Touch+of+Evil,
Chinatown ,1974.0,Chinatown,
Stand by Me ,1986.0,Stand+by+Me,
M ,1931.0,M,
"Manchurian Candidate, The ",1962.0,"Manchurian+Candidate,+The",
Pump Up the Volume ,1990.0,Pump+Up+the+Volume,
Arsenic and Old Lace ,1944.0,Arsenic+and+Old+Lace,
Fried Green Tomatoes ,1991.0,Fried+Green+Tomatoes,
High Noon ,1952.0,High+Noon,
Somewhere in Time ,1980.0,Somewhere+in+Time,
Being There ,1979.0,Being+There,
"Paris, Texas ",1984.0,"Paris,+Texas",
Alien 3 ,1992.0,Alien+3,
Blood For Dracula (Andy Warhol's Dracula) ,1974.0,Blood+For+Dracula,
Audrey Rose ,1977.0,Audrey+Rose,
Blood Beach ,1981.0,Blood+Beach,
Body Parts ,1991.0,Body+Parts,
Body Snatchers ,1993.0,Body+Snatchers,
Bride of Frankenstein ,1935.0,Bride+of+Frankenstein,
Candyman ,1992.0,Candyman,
Cape Fear ,1962.0,Cape+Fear,
Cat People ,1982.0,Cat+People,
"Nosferatu (Nosferatu, eine Symphonie des Grauens) ",1922.0,Nosferatu,
"Crucible, The ",1996.0,"Crucible,+The",
Fire on the Mountain ,1997.0,Fire+on+the+Mountain,
Volcano ,1997.0,Volcano,
Conan the Barbarian ,1981.0,Conan+the+Barbarian,
Kull the Conqueror ,1997.0,Kull+the+Conqueror,
Wishmaster ,1997.0,Wishmaster,
I Know What You Did Last Summer ,1997.0,I+Know+What+You+Did+Last+Summer,
Rocket Man ,1997.0,Rocket+Man,
In the Line of Fire ,1993.0,In+the+Line+of+Fire,
Executive Decision ,1996.0,Executive+Decision,
"Perfect World, A ",1993.0,"Perfect+World,+A",
McHale's Navy ,1997.0,McHale's+Navy,
Leave It to Beaver ,1997.0,Leave+It+to+Beaver,
"Jackal, The ",1997.0,"Jackal,+The",
Seven Years in Tibet ,1997.0,Seven+Years+in+Tibet,
Dark City ,1998.0,Dark+City,
"American President, The ",1995.0,"American+President,+The",
Casino ,1995.0,Casino,
Persuasion ,1995.0,Persuasion,
Kicking and Screaming ,1995.0,Kicking+and+Screaming,
City Hall ,1996.0,City+Hall,
"Basketball Diaries, The ",1995.0,"Basketball+Diaries,+The",
"Browning Version, The ",1994.0,"Browning+Version,+The",
Little Women ,1994.0,Little+Women,
Miami Rhapsody ,1995.0,Miami+Rhapsody,
"Wonderful, Horrible Life of Leni Riefenstahl, The ",1993.0,"Wonderful,+Horrible+Life+of+Leni+Riefenstahl,+The",
Barcelona ,1994.0,Barcelona,
Widows' Peak ,1994.0,Widows'+Peak,
"House of the Spirits, The ",1993.0,"House+of+the+Spirits,+The",
Singin' in the Rain ,1952.0,Singin'+in+the+Rain,
Bad Moon ,1996.0,Bad+Moon,
Enchanted April ,1991.0,Enchanted+April,
"Sex, Lies, and Videotape ",1989.0,"Sex,+Lies,+and+Videotape",
Strictly Ballroom ,1992.0,Strictly+Ballroom,
Better Off Dead... ,1985.0,Better+Off+Dead...,
"Substance of Fire, The ",1996.0,"Substance+of+Fire,+The",
Tin Men ,1987.0,Tin+Men,
Othello ,1995.0,Othello,
Carrington ,1995.0,Carrington,
To Die For ,1995.0,To+Die+For,
Home for the Holidays ,1995.0,Home+for+the+Holidays,
"Juror, The ",1996.0,"Juror,+The",
In the Bleak Midwinter ,1996.0,In+the+Bleak+Midwinter,
Canadian Bacon ,1994.0,Canadian+Bacon,
First Knight ,1995.0,First+Knight,
Mallrats ,1995.0,Mallrats,
Nine Months ,1995.0,Nine+Months,
Boys on the Side ,1995.0,Boys+on+the+Side,
Circle of Friends ,1995.0,Circle+of+Friends,
Exit to Eden ,1994.0,Exit+to+Eden,
Fluke ,1995.0,Fluke,
Immortal Beloved ,1994.0,Immortal+Beloved,
Junior ,1994.0,Junior,
Nell ,1994.0,Nell,
"Queen Margot (Reine Margot, La) ",1996.0,Queen+Margot,
"Corrina, Corrina ",1994.0,"Corrina,+Corrina",
Dave ,1993.0,Dave,
Go Fish ,1994.0,Go+Fish,
Made in America ,1993.0,Made+in+America,
Philadelphia ,1993.0,Philadelphia,
Shadowlands ,1993.0,Shadowlands,
Sirens ,1994.0,Sirens,
Threesome ,1994.0,Threesome,
Pretty Woman ,1990.0,Pretty+Woman,
Jane Eyre ,1996.0,Jane+Eyre,
"Last Supper, The ",1996.0,"Last+Supper,+The",
Ransom ,1996.0,Ransom,
"Crow: City of Angels, The ",1996.0,"Crow:+City+of+Angels,+The",
Michael Collins ,1996.0,Michael+Collins,
"Ruling Class, The ",1972.0,"Ruling+Class,+The",
Real Genius ,1985.0,Real+Genius,
Benny & Joon ,1993.0,Benny+&+Joon,
"Saint, The ",1997.0,"Saint,+The",
"MatchMaker, The ",1997.0,"MatchMaker,+The",
Amistad ,1997.0,Amistad,
Tomorrow Never Dies ,1997.0,Tomorrow+Never+Dies,
"Replacement Killers, The ",1998.0,"Replacement+Killers,+The",
Burnt By the Sun ,1994.0,Burnt+By+the+Sun,
Red Corner ,1997.0,Red+Corner,
Jumanji ,1995.0,Jumanji,
Father of the Bride Part II ,1995.0,Father+of+the+Bride+Part+II,
Across the Sea of Time ,1995.0,Across+the+Sea+of+Time,
Lawnmower Man 2: Beyond Cyberspace ,1996.0,Lawnmower+Man+2:+Beyond+Cyberspace,
Fair Game ,1995.0,Fair+Game,
Screamers ,1995.0,Screamers,
Nick of Time ,1995.0,Nick+of+Time,
Beautiful Girls ,1996.0,Beautiful+Girls,
Happy Gilmore ,1996.0,Happy+Gilmore,
If Lucy Fell ,1996.0,If+Lucy+Fell,
Boomerang ,1992.0,Boomerang,
Man of the Year ,1996.0,Man+of+the+Year,
"Addiction, The ",1995.0,"Addiction,+The",
Casper ,1995.0,Casper,
Congo ,1995.0,Congo,
Devil in a Blue Dress ,1995.0,Devil+in+a+Blue+Dress,
Johnny Mnemonic ,1995.0,Johnny+Mnemonic,
Kids ,1995.0,Kids,
Mute Witness ,1994.0,Mute+Witness,
"Prophecy, The ",1995.0,"Prophecy,+The",
Something to Talk About ,1995.0,Something+to+Talk+About,
Three Wishes ,1995.0,Three+Wishes,
Castle Freak ,1995.0,Castle+Freak,
Don Juan DeMarco ,1995.0,Don+Juan+DeMarco,
Drop Zone ,1994.0,Drop+Zone,
Dumb & Dumber ,1994.0,Dumb+&+Dumber,
French Kiss ,1995.0,French+Kiss,
Little Odessa ,1994.0,Little+Odessa,
Milk Money ,1994.0,Milk+Money,
Beyond Bedlam ,1993.0,Beyond+Bedlam,
Only You ,1994.0,Only+You,
"Perez Family, The ",1995.0,"Perez+Family,+The",
Roommates ,1995.0,Roommates,
Relative Fear ,1994.0,Relative+Fear,
Swimming with Sharks ,1995.0,Swimming+with+Sharks,
Tommy Boy ,1995.0,Tommy+Boy,
"Baby-Sitters Club, The ",1995.0,"Baby-Sitters+Club,+The",
Bullets Over Broadway ,1994.0,Bullets+Over+Broadway,
Crooklyn ,1994.0,Crooklyn,
It Could Happen to You ,1994.0,It+Could+Happen+to+You,
Richie Rich ,1994.0,Richie+Rich,
Speechless ,1994.0,Speechless,
Timecop ,1994.0,Timecop,
Bad Company ,1995.0,Bad+Company,
Boys Life ,1995.0,Boys+Life,
In the Mouth of Madness ,1995.0,In+the+Mouth+of+Madness,
"Air Up There, The ",1994.0,"Air+Up+There,+The",
Hard Target ,1993.0,Hard+Target,
Heaven & Earth ,1993.0,Heaven+&+Earth,
Jimmy Hollywood ,1994.0,Jimmy+Hollywood,
Manhattan Murder Mystery ,1993.0,Manhattan+Murder+Mystery,
Menace II Society ,1993.0,Menace+II+Society,
Poetic Justice ,1993.0,Poetic+Justice,
"Program, The ",1993.0,"Program,+The",
Rising Sun ,1993.0,Rising+Sun,
"Shadow, The ",1994.0,"Shadow,+The",
Thirty-Two Short Films About Glenn Gould ,1993.0,Thirty-Two+Short+Films+About+Glenn+Gould,
Andre ,1994.0,Andre,
"Celluloid Closet, The ",1996.0,"Celluloid+Closet,+The",
"Great Day in Harlem, A ",1994.0,"Great+Day+in+Harlem,+A",
One Fine Day ,1996.0,One+Fine+Day,
Candyman: Farewell to the Flesh ,1995.0,Candyman:+Farewell+to+the+Flesh,
Frisk ,1996.0,Frisk,
Girl 6 ,1996.0,Girl+6,
Eddie ,1996.0,Eddie,
Space Jam ,1996.0,Space+Jam,
Mrs. Winterbourne ,1996.0,Mrs.+Winterbourne,
Faces ,1968.0,Faces,
Mulholland Falls ,1996.0,Mulholland+Falls,
"Great White Hype, The ",1996.0,"Great+White+Hype,+The",
"Arrival, The ",1996.0,"Arrival,+The",
"Phantom, The ",1996.0,"Phantom,+The",
Daylight ,1996.0,Daylight,
Alaska ,1996.0,Alaska,
Fled ,1996.0,Fled,
Power 98 ,1996.0,Power+98,
Escape from L.A. ,1996.0,Escape+from+L.A.,
Bogus ,1996.0,Bogus,
Bulletproof ,1996.0,Bulletproof,
Halloween: The Curse of Michael Myers ,1995.0,Halloween:+The+Curse+of+Michael+Myers,
"Gay Divorcee, The ",1934.0,"Gay+Divorcee,+The",
Ninotchka ,1939.0,Ninotchka,
Meet John Doe ,1941.0,Meet+John+Doe,
In the Line of Duty 2 ,1996.0,In+the+Line+of+Duty+2,
Loch Ness ,1995.0,Loch+Ness,
Last Man Standing ,1996.0,Last+Man+Standing,
"Glimmer Man, The ",1996.0,"Glimmer+Man,+The",
Pollyanna ,1960.0,Pollyanna,
"Shaggy Dog, The ",1959.0,"Shaggy+Dog,+The",
Freeway ,1996.0,Freeway,
That Thing You Do! ,1996.0,That+Thing+You+Do!,
To Gillian on Her 37th Birthday ,1996.0,To+Gillian+on+Her+37th+Birthday,
Looking for Richard ,1996.0,Looking+for+Richard,
"Murder, My Sweet ",1944.0,"Murder,+My+Sweet",
Days of Thunder ,1990.0,Days+of+Thunder,
"Perfect Candidate, A ",1996.0,"Perfect+Candidate,+A",
Two or Three Things I Know About Her ,1966.0,Two+or+Three+Things+I+Know+About+Her,
"Bloody Child, The ",1996.0,"Bloody+Child,+The",
Braindead ,1992.0,Braindead,
Bad Taste ,1987.0,Bad+Taste,
Diva ,1981.0,Diva,
Night on Earth ,1991.0,Night+on+Earth,
Paris Was a Woman ,1996.0,Paris+Was+a+Woman,
Amityville: Dollhouse ,1996.0,Amityville:+Dollhouse,
April Fool's Day ,1986.0,April+Fool's+Day,
"Believers, The ",1987.0,"Believers,+The",
Nosferatu a Venezia ,1986.0,Nosferatu+a+Venezia,
Jingle All the Way ,1996.0,Jingle+All+the+Way,
"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) ",1996.0,"Garden+of+Finzi-Contini,+The",
My Fellow Americans ,1996.0,My+Fellow+Americans,
"Ice Storm, The ",1997.0,"Ice+Storm,+The",
Michael ,1996.0,Michael,
"Whole Wide World, The ",1996.0,"Whole+Wide+World,+The",
Hearts and Minds ,1997.0,Hearts+and+Minds,
Fools Rush In ,1997.0,Fools+Rush+In,
Touch ,1997.0,Touch,
Vegas Vacation ,1997.0,Vegas+Vacation,
Love Jones ,1997.0,Love+Jones,
Picture Perfect ,1997.0,Picture+Perfect,
Career Girls ,1997.0,Career+Girls,
She's So Lovely ,1997.0,She's+So+Lovely,
Money Talks ,1997.0,Money+Talks,
Excess Baggage ,1997.0,Excess+Baggage,
That Darn Cat! ,1997.0,That+Darn+Cat!,
"Peacemaker, The ",1997.0,"Peacemaker,+The",
Soul Food ,1997.0,Soul+Food,
Money Talks ,1997.0,Money+Talks,
Washington Square ,1997.0,Washington+Square,
Telling Lies in America ,1997.0,Telling+Lies+in+America,
Year of the Horse ,1997.0,Year+of+the+Horse,
Phantoms ,1998.0,Phantoms,
"Life Less Ordinary, A ",1997.0,"Life+Less+Ordinary,+A",
Eve's Bayou ,1997.0,Eve's+Bayou,
One Night Stand ,1997.0,One+Night+Stand,
"Tango Lesson, The ",1997.0,"Tango+Lesson,+The",
Mortal Kombat: Annihilation ,1997.0,Mortal+Kombat:+Annihilation,
Bent ,1997.0,Bent,
Flubber ,1997.0,Flubber,
For Richer or Poorer ,1997.0,For+Richer+or+Poorer,
Home Alone 3 ,1997.0,Home+Alone+3,
Scream 2 ,1997.0,Scream+2,
"Sweet Hereafter, The ",1997.0,"Sweet+Hereafter,+The",
Time Tracers ,1995.0,Time+Tracers,
"Postman, The ",1997.0,"Postman,+The",
"Winter Guest, The ",1997.0,"Winter+Guest,+The",
Kundun ,1997.0,Kundun,
Mr. Magoo ,1997.0,Mr.+Magoo,
"Big Lebowski, The ",1997.0,"Big+Lebowski,+The",
Afterglow ,1997.0,Afterglow,
Ma vie en rose (My Life in Pink) ,1997.0,Ma+vie+en+rose,
Great Expectations ,1998.0,Great+Expectations,
Oscar & Lucinda ,1997.0,Oscar+&+Lucinda,
Vermin ,1997.0,Vermin,
Half Baked ,1998.0,Half+Baked,
Dangerous Beauty ,1998.0,Dangerous+Beauty,
Nil By Mouth ,1998.0,Nil+By+Mouth,
Twilight ,1998.0,Twilight,
U.S. Marshalls ,1998.0,U.S.+Marshalls,-1.0
Love and Death on Long Island ,1998.0,Love+and+Death+on+Long+Island,
Wild Things ,1998.0,Wild+Things,
Primary Colors ,1998.0,Primary+Colors,
Lost in Space ,1998.0,Lost+in+Space,
Mercury Rising ,1998.0,Mercury+Rising,
City of Angels ,1998.0,City+of+Angels,
"City of Lost Children, The ",1995.0,"City+of+Lost+Children,+The",
Two Bits ,1995.0,Two+Bits,
Farewell My Concubine ,1993.0,Farewell+My+Concubine,
Dead Man ,1996.0,Dead+Man,
Raise the Red Lantern ,1991.0,Raise+the+Red+Lantern,
White Squall ,1996.0,White+Squall,
Unforgettable ,1996.0,Unforgettable,
Down Periscope ,1996.0,Down+Periscope,
"Flower of My Secret, The (Flor de mi secreto, La) ",1996.0,"Flower+of+My+Secret,+The",
"Craft, The ",1996.0,"Craft,+The",
Harriet the Spy ,1996.0,Harriet+the+Spy,
Chain Reaction ,1996.0,Chain+Reaction,
"Island of Dr. Moreau, The ",1996.0,"Island+of+Dr.+Moreau,+The",
First Kid ,1996.0,First+Kid,
"Funeral, The ",1996.0,"Funeral,+The",
"Preacher's Wife, The ",1996.0,"Preacher's+Wife,+The",
Paradise Road ,1997.0,Paradise+Road,
Brassed Off ,1997.0,Brassed+Off,
"Thousand Acres, A ",1997.0,"Thousand+Acres,+A",
"Smile Like Yours, A ",1997.0,"Smile+Like+Yours,+A",
Murder in the First ,1995.0,Murder+in+the+First,
Airheads ,1994.0,Airheads,
With Honors ,1994.0,With+Honors,
What's Love Got to Do with It ,1993.0,What's+Love+Got+to+Do+with+It,
Killing Zoe ,1994.0,Killing+Zoe,
Renaissance Man ,1994.0,Renaissance+Man,
Charade ,1963.0,Charade,
"Fox and the Hound, The ",1981.0,"Fox+and+the+Hound,+The",
"Big Blue, The (Grand bleu, Le) ",1988.0,"Big+Blue,+The",
Booty Call ,1997.0,Booty+Call,
How to Make an American Quilt ,1995.0,How+to+Make+an+American+Quilt,
Georgia ,1995.0,Georgia,
"Indian in the Cupboard, The ",1995.0,"Indian+in+the+Cupboard,+The",
Blue in the Face ,1995.0,Blue+in+the+Face,
Unstrung Heroes ,1995.0,Unstrung+Heroes,
Unzipped ,1995.0,Unzipped,
Before Sunrise ,1995.0,Before+Sunrise,
Nobody's Fool ,1994.0,Nobody's+Fool,
Pushing Hands ,1992.0,Pushing+Hands,
To Live (Huozhe) ,1994.0,To+Live,
Dazed and Confused ,1993.0,Dazed+and+Confused,
Naked ,1993.0,Naked,
Orlando ,1993.0,Orlando,
Ruby in Paradise ,1993.0,Ruby+in+Paradise,
Some Folks Call It a Sling Blade ,1993.0,Some+Folks+Call+It+a+Sling+Blade,
"Month by the Lake, A ",1995.0,"Month+by+the+Lake,+A",
Funny Face ,1957.0,Funny+Face,
"Affair to Remember, An ",1957.0,"Affair+to+Remember,+An",
Little Lord Fauntleroy ,1936.0,Little+Lord+Fauntleroy,
"Inspector General, The ",1949.0,"Inspector+General,+The",
Winnie the Pooh and the Blustery Day ,1968.0,Winnie+the+Pooh+and+the+Blustery+Day,
Hear My Song ,1991.0,Hear+My+Song,
Mediterraneo ,1991.0,Mediterraneo,
Passion Fish ,1992.0,Passion+Fish,
Grateful Dead ,1996.0,Grateful+Dead,
Eye for an Eye ,1996.0,Eye+for+an+Eye,
Fear ,1996.0,Fear,
Solo ,1996.0,Solo,
"Substitute, The ",1996.0,"Substitute,+The",
Heaven's Prisoners ,1996.0,Heaven's+Prisoners,
"Trigger Effect, The ",1996.0,"Trigger+Effect,+The",
Mother Night ,1996.0,Mother+Night,
Dangerous Ground ,1996.0,Dangerous+Ground,
Maximum Risk ,1996.0,Maximum+Risk,
"Rich Man's Wife, The ",1996.0,"Rich+Man's+Wife,+The",
Shadow Conspiracy ,1997.0,Shadow+Conspiracy,
Blood & Wine ,1996.0,Blood+&+Wine,
Turbulence ,1997.0,Turbulence,
Underworld ,1997.0,Underworld,
"Beautician and the Beast, The ",1997.0,"Beautician+and+the+Beast,+The",
Cats Don't Dance ,1997.0,Cats+Don't+Dance,
Anna Karenina ,1997.0,Anna+Karenina,
Keys to Tulsa ,1997.0,Keys+to+Tulsa,
Head Above Water ,1997.0,Head+Above+Water,
Hercules ,1997.0,Hercules,
"Last Time I Committed Suicide, The ",1997.0,"Last+Time+I+Committed+Suicide,+The",
"Kiss Me, Guido ",1997.0,"Kiss+Me,+Guido",
"Big Green, The ",1995.0,"Big+Green,+The",
Stuart Saves His Family ,1995.0,Stuart+Saves+His+Family,
Cabin Boy ,1994.0,Cabin+Boy,
Clean Slate ,1994.0,Clean+Slate,
Lightning Jack ,1994.0,Lightning+Jack,
"Stupids, The ",1996.0,"Stupids,+The",
"Pest, The ",1997.0,"Pest,+The",
That Darn Cat! ,1997.0,That+Darn+Cat!,
Geronimo: An American Legend ,1993.0,Geronimo:+An+American+Legend,
"Double vie de Véronique, La (Double Life of Veronique, The) ",1991.0,"Double+vie+de+Véronique,+La",-1.0
Until the End of the World (Bis ans Ende der Welt) ,1991.0,Until+the+End+of+the+World,
Waiting for Guffman ,1997.0,Waiting+for+Guffman,
I Shot Andy Warhol ,1996.0,I+Shot+Andy+Warhol,
Stealing Beauty ,1996.0,Stealing+Beauty,
Basquiat ,1996.0,Basquiat,
2 Days in the Valley ,1996.0,2+Days+in+the+Valley,
Private Parts ,1997.0,Private+Parts,
Anaconda ,1997.0,Anaconda,
Romy and Michele's High School Reunion ,1997.0,Romy+and+Michele's+High+School+Reunion,
Shiloh ,1997.0,Shiloh,
Con Air ,1997.0,Con+Air,
Trees Lounge ,1996.0,Trees+Lounge,
Tie Me Up! Tie Me Down! ,1990.0,Tie+Me+Up!+Tie+Me+Down!,
"Die xue shuang xiong (Killer, The) ",1989.0,Die+xue+shuang+xiong,
Gaslight ,1944.0,Gaslight,
8 1/2 ,1963.0,8+1/2,
"Fast, Cheap & Out of Control ",1997.0,"Fast,+Cheap+&+Out+of+Control",
Fathers' Day ,1997.0,Fathers'+Day,
Mrs. Dalloway ,1997.0,Mrs.+Dalloway,
Fire Down Below ,1997.0,Fire+Down+Below,
"Lay of the Land, The ",1997.0,"Lay+of+the+Land,+The",
"Shooter, The ",1995.0,"Shooter,+The",
