movie_title,year,tmdb_id,movie_id
Man of the Year ,1996,5757,766
"Addiction, The ",1995,34996,767
Casper ,1995,8839,768
Congo ,1995,10329,769
Devil in a Blue Dress ,1995,8512,770
Johnny Mnemonic ,1995,9886,771
Kids ,1995,9344,772
Mute Witness ,1994,48787,773
"Prophecy, The ",1995,11980,774
Something to Talk About ,1995,18402,775
Three Wishes ,1995,47939,776
Castle Freak ,1995,18256,777
Don Juan DeMarco ,1995,1909,778
Drop Zone ,1994,4954,779
Dumb & Dumber ,1994,8467,780
French Kiss ,1995,397,781
Little Odessa ,1994,47504,782
Milk Money ,1994,8986,783
Beyond Bedlam ,1993,56428,784
Only You ,1994,9058,785
"Perez Family, The ",1995,63020,786
Roommates ,1995,161495,787
Relative Fear ,1994,92769,788
Swimming with Sharks ,1995,20306,789
Tommy Boy ,1995,11381,790
"Baby-Sitters Club, The ",1995,48287,791
Bullets Over Broadway ,1994,11382,792
Crooklyn ,1994,34152,793
It Could Happen to You ,1994,10660,794
Richie Rich ,1994,11011,795
Speechless ,1994,15128,796
Timecop ,1994,8831,797
Bad Company ,1995,40480,798
Boys Life ,1995,38700,799
In the Mouth of Madness ,1995,2654,800
"Air Up There, The ",1994,46094,801
Hard Target ,1993,2019,802
Heaven & Earth ,1993,31642,803
Jimmy Hollywood ,1994,31643,804
Manhattan Murder Mystery ,1993,10440,805
Menace II Society ,1993,9516,806
Poetic Justice ,1993,8291,807
"Program, The ",1993,18133,808
Rising Sun ,1993,7007,809
"Shadow, The ",1994,8850,810
Thirty-Two Short Films About Glenn Gould ,1993,20967,811
Andre ,1994,21352,812
"Celluloid Closet, The ",1996,32562,813
"Great Day in Harlem, A ",1994,124472,814
One Fine Day ,1996,7300,815
Candyman: Farewell to the Flesh ,1995,10824,816
Frisk ,1996,40926,817
Girl 6 ,1996,61752,818
Eddie ,1996,11107,819
Space Jam ,1996,2300,820
Mrs. Winterbourne ,1996,40001,821
Faces ,1968,753,822
Mulholland Falls ,1996,10990,823
"Great White Hype, The ",1996,20759,824
"Arrival, The ",1996,10547,825
"Phantom, The ",1996,9826,826
Daylight ,1996,11228,827
Alaska ,1996,36344,828
Fled ,1996,18550,829
Power 98 ,1996,109478,830
Escape from L.A. ,1996,10061,831
Bogus ,1996,3587,832
Bulletproof ,1996,10723,833
Halloween: The Curse of Michael Myers ,1995,10987,834
"Gay Divorcee, The ",1934,28288,835
Ninotchka ,1939,1859,836
Meet John Doe ,1941,32574,837
In the Line of Duty 2 ,1996,27139,838
Loch Ness ,1995,51043,839
Last Man Standing ,1996,9333,840
"Glimmer Man, The ",1996,9625,841
Pollyanna ,1960,31102,842
"Shaggy Dog, The ",1959,15944,843
Freeway ,1996,11229,844
That Thing You Do! ,1996,9591,845
To Gillian on Her 37th Birthday ,1996,30500,846
Looking for Richard ,1996,42314,847
"Murder, My Sweet ",1944,1834,848
Days of Thunder ,1990,2119,849
"Perfect Candidate, A ",1996,124837,850
Two or Three Things I Know About Her ,1966,8074,851
"Bloody Child, The ",1996,124676,852
Braindead ,1992,763,853
Bad Taste ,1987,9964,854
Diva ,1981,4485,855
Night on Earth ,1991,339,856
Paris Was a Woman ,1996,96288,857
Amityville: Dollhouse ,1996,52263,858
April Fool's Day ,1986,24913,859
"Believers, The ",1987,32076,860
Nosferatu a Venezia ,1986,28198,861
Jingle All the Way ,1996,9279,862
"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) ",1996,4789,863
My Fellow Americans ,1996,17795,864
"Ice Storm, The ",1997,68924,865
Michael ,1996,2928,866
"Whole Wide World, The ",1996,18451,867
Hearts and Minds ,1997,42449,868
Fools Rush In ,1997,1968,869
Touch ,1997,61563,870
Vegas Vacation ,1997,11419,871
Love Jones ,1997,27322,872
Picture Perfect ,1997,9413,873
Career Girls ,1997,49462,874
She's So Lovely ,1997,38295,875
Money Talks ,1997,9416,876
Excess Baggage ,1997,26180,877
That Darn Cat! ,1997,20735,878
"Peacemaker, The ",1997,6623,879
Soul Food ,1997,29461,880
Money Talks ,1997,9416,881
Washington Square ,1997,45019,882
Telling Lies in America ,1997,63437,883
Year of the Horse ,1997,62422,884
Phantoms ,1998,9827,885
"Life Less Ordinary, A ",1997,8067,886
Eve's Bayou ,1997,45153,887
One Night Stand ,1997,12616,888
"Tango Lesson, The ",1997,34838,889
Mortal Kombat: Annihilation ,1997,9823,890
Bent ,1997,19601,891
Flubber ,1997,9574,892
For Richer or Poorer ,1997,10371,893
Home Alone 3 ,1997,9714,894
Scream 2 ,1997,4233,895
"Sweet Hereafter, The ",1997,10217,896
Time Tracers ,1995,438108,897
"Postman, The ",1997,9922,898
"Winter Guest, The ",1997,25994,899
Kundun ,1997,9746,900
Mr. Magoo ,1997,9438,901
"Big Lebowski, The ",1997,115,902
Afterglow ,1997,26941,903
Ma vie en rose (My Life in Pink) ,1997,27103,904
Great Expectations ,1998,9410,905
Oscar & Lucinda ,1997,11365,906
Vermin ,1997,548312,907
Half Baked ,1998,9490,908
Dangerous Beauty ,1998,8583,909
Nil By Mouth ,1998,21252,910
Twilight ,1998,26269,911
U.S. Marshalls ,1998,-1,912
Love and Death on Long Island ,1998,47452,913
Wild Things ,1998,617,914
Primary Colors ,1998,9440,915
Lost in Space ,1998,2157,916
Mercury Rising ,1998,8838,917
City of Angels ,1998,795,918
"City of Lost Children, The ",1995,902,919
Two Bits ,1995,40628,920
Farewell My Concubine ,1993,10997,921
Dead Man ,1996,922,922
Raise the Red Lantern ,1991,10404,923
White Squall ,1996,10534,924
Unforgettable ,1996,2045,925
Down Periscope ,1996,9101,926
"Flower of My Secret, The (Flor de mi secreto, La) ",1996,4307,927
"Craft, The ",1996,9100,928
Harriet the Spy ,1996,38223,929
Chain Reaction ,1996,12123,930
"Island of Dr. Moreau, The ",1996,9306,931
First Kid ,1996,12559,932
"Funeral, The ",1996,21612,933
"Preacher's Wife, The ",1996,21539,934
Paradise Road ,1997,77223,935
Brassed Off ,1997,9450,936
"Thousand Acres, A ",1997,66588,937
"Smile Like Yours, A ",1997,33657,938
Murder in the First ,1995,8438,939
Airheads ,1994,13595,940
With Honors ,1994,16297,941
What's Love Got to Do with It ,1993,15765,942
Killing Zoe ,1994,507,943
Renaissance Man ,1994,11858,944
Charade ,1963,4808,945
"Fox and the Hound, The ",1981,10948,946
"Big Blue, The (Grand bleu, Le) ",1988,175,947
Booty Call ,1997,21915,948
How to Make an American Quilt ,1995,11861,949
Georgia ,1995,97406,950
"Indian in the Cupboard, The ",1995,11359,951
Blue in the Face ,1995,5894,952
Unstrung Heroes ,1995,52856,953
Unzipped ,1995,77350,954
Before Sunrise ,1995,76,955
Nobody's Fool ,1994,11593,956
Pushing Hands ,1992,25296,957
To Live (Huozhe) ,1994,31439,958
Dazed and Confused ,1993,9571,959
Naked ,1993,21450,960
Orlando ,1993,9300,961
Ruby in Paradise ,1993,47889,962
Some Folks Call It a Sling Blade ,1993,27768,963
"Month by the Lake, A ",1995,41007,964
Funny Face ,1957,13320,965
"Affair to Remember, An ",1957,8356,966
Little Lord Fauntleroy ,1936,23114,967
"Inspector General, The ",1949,40206,968
Winnie the Pooh and the Blustery Day ,1968,81310,969
Hear My Song ,1991,54405,970
Mediterraneo ,1991,38251,971
Passion Fish ,1992,41768,972
Grateful Dead ,1996,105993,973
Eye for an Eye ,1996,17182,974
Fear ,1996,10543,975
Solo ,1996,29621,976
"Substitute, The ",1996,20762,977
Heaven's Prisoners ,1996,36915,978
"Trigger Effect, The ",1996,58770,979
Mother Night ,1996,20318,980
Dangerous Ground ,1996,82656,981
Maximum Risk ,1996,10861,982
"Rich Man's Wife, The ",1996,44465,983
Shadow Conspiracy ,1997,38153,984
Blood & Wine ,1996,9431,985
Turbulence ,1997,34314,986
Underworld ,1997,85242,987
"Beautician and the Beast, The ",1997,17894,988
Cats Don't Dance ,1997,24662,989
Anna Karenina ,1997,50512,990
Keys to Tulsa ,1997,118991,991
Head Above Water ,1997,11103,992
Hercules ,1997,11970,993
"Last Time I Committed Suicide, The ",1997,34941,994
"Kiss Me, Guido ",1997,32519,995
"Big Green, The ",1995,26441,996
Stuart Saves His Family ,1995,28033,997
Cabin Boy ,1994,26391,998
Clean Slate ,1994,18658,999
Lightning Jack ,1994,22317,1000
"Stupids, The ",1996,16299,1001
"Pest, The ",1997,17949,1002
That Darn Cat! ,1997,20735,1003
Geronimo: An American Legend ,1993,35588,1004
"Double vie de Véronique, La (Double Life of Veronique, The) ",1991,-1,1005
Until the End of the World (Bis ans Ende der Welt) ,1991,275655,1006
Waiting for Guffman ,1997,16448,1007
I Shot Andy Warhol ,1996,26890,1008
Stealing Beauty ,1996,14553,1009
Basquiat ,1996,549,1010
2 Days in the Valley ,1996,9401,1011
Private Parts ,1997,9403,1012
Anaconda ,1997,9360,1013
Romy and Michele's High School Reunion ,1997,9611,1014
Shiloh ,1997,33660,1015
Con Air ,1997,1701,1016
Trees Lounge ,1996,27845,1017
Tie Me Up! Tie Me Down! ,1990,2469,1018
"Die xue shuang xiong (Killer, The) ",1989,112544,1019
Gaslight ,1944,13528,1020
8 1/2 ,1963,422,1021
"Fast, Cheap & Out of Control ",1997,25099,1022
Fathers' Day ,1997,12499,1023
Mrs. Dalloway ,1997,38904,1024
Fire Down Below ,1997,14289,1025
"Lay of the Land, The ",1997,377038,1026
"Shooter, The ",1995,55261,1027
Grumpier Old Men ,1995,15602,1028
Jury Duty ,1995,19326,1029
"Beverly Hillbillies, The ",1993,11041,1030
Lassie ,1994,29918,1031
Little Big League ,1994,31504,1032
Homeward Bound II: Lost in San Francisco ,1996,25059,1033
"Quest, The ",1996,9103,1034
Cool Runnings ,1993,864,1035
Drop Dead Fred ,1991,10379,1036
Grease 2 ,1982,9037,1037
Switchback ,1997,10871,1038
Hamlet ,1997,10549,1039
Two if by Sea ,1996,19760,1040
Forget Paris ,1995,10525,1041
Just Cause ,1995,9061,1042
Rent-a-Kid ,1995,36357,1043
"Paper, The ",1994,12280,1044
Fearless ,1993,10443,1045
Malice ,1993,2246,1046
Multiplicity ,1996,9304,1047
She's the One ,1996,11363,1048
House Arrest ,1996,18862,1049
"Ghost and Mrs. Muir, The ",1947,22292,1050
"Associate, The ",1996,11112,1051
Dracula: Dead and Loving It ,1995,12110,1052
Now and Then ,1995,9263,1053
Mr. Wrong ,1996,47475,1054
"Simple Twist of Fate, A ",1994,43535,1055
Cronos ,1992,14139,1056
"Pallbearer, The ",1996,23570,1057
"War, The ",1994,19855,1058
Don't Be a Menace to South Central While Drinking Your Juice in the Hood ,1996,10607,1059
"Adventures of Pinocchio, The ",1996,18975,1060
"Evening Star, The ",1996,30285,1061
Four Days in September ,1998,21253,1062
"Little Princess, A ",1995,19101,1063
Crossfire ,1947,28120,1064
Koyaanisqatsi ,1983,11314,1065
Balto ,1995,21032,1066
Bottle Rocket ,1996,13685,1067
"Star Maker, The (Uomo delle stelle, L') ",1996,247963,1068
Amateur ,1994,30157,1069
Living in Oblivion ,1995,9071,1070
Party Girl ,1995,36196,1071
"Pyromaniac's Love Story, A ",1995,2307,1072
Shallow Grave ,1994,9905,1073
Reality Bites ,1994,2788,1074
"Man of No Importance, A ",1994,52038,1075
"Pagemaster, The ",1994,15139,1076
Love and a .45 ,1994,15477,1077
Oliver & Company ,1988,12233,1078
Joe's Apartment ,1996,11962,1079
Celestial Clockwork ,1996,145079,1080
Curdled ,1996,12241,1081
Female Perversions ,1997,41801,1082
Albino Alligator ,1997,8744,1083
Anne Frank Remembered ,1996,51352,1084
Carried Away ,1996,36447,1085
It's My Party ,1996,33245,1086
Bloodsport 2 ,1996,25087,1087
Double Team ,1997,9405,1088
Speed 2: Cruise Control ,1997,1639,1089
Sliver ,1993,867,1090
Pete's Dragon ,1977,11114,1091
Dear God ,1996,38554,1092
Live Nude Girls ,1996,26271,1093
"Thin Line Between Love and Hate, A ",1996,28121,1094
High School High ,1996,9308,1095
Commandments ,1997,16399,1096
"Hate (Haine, La) ",1996,28121,1097
Flirting With Disaster ,1996,2074,1098
"Red Firecracker, Green Firecracker ",1994,159185,1099
What Happened Was... ,1994,83718,1100
Six Degrees of Separation ,1993,23210,1101
Two Much ,1996,46029,1102
Trust ,1990,37291,1103
C'est arrivé près de chez vous ,1992,-1,1104
Firestorm ,1998,41417,1105
"Newton Boys, The ",1998,42807,1106
Beyond Rangoon ,1995,1873,1107
Feast of July ,1995,259209,1108
Death and the Maiden ,1994,10531,1109
Tank Girl ,1995,9067,1110
Double Happiness ,1996,60855,1111
Cobb ,1994,29973,1112
Mrs. Parker and the Vicious Circle ,1994,23333,1113
Faithful ,1996,47502,1114
Twelfth Night ,1996,44705,1115
"Mark of Zorro, The ",1940,32093,1116
Surviving Picasso ,1996,41843,1117
Up in Smoke ,1978,11455,1118
Some Kind of Wonderful ,1987,15143,1119
I'm Not Rappaport ,1996,61536,1120
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) ",1996,5967,1121
They Made Me a Criminal ,1939,26378,1122
"Last Time I Saw Paris, The ",1954,57575,1123
"Farewell to Arms, A ",1932,22649,1124
"Innocents, The ",1961,16372,1125
"Old Man and the Sea, The ",1958,11331,1126
"Truman Show, The ",1998,37165,1127
Heidi Fleiss: Hollywood Madam (,1996,63076,1128
Chungking Express ,1996,11104,1129
Jupiter's Wife ,1996,290157,1130
Safe ,1995,32646,1131
Feeling Minnesota ,1996,12656,1132
Escape to Witch Mountain ,1975,14821,1133
Get on the Bus ,1996,49471,1134
"Doors, The ",1991,10537,1135
Ghosts of Mississippi ,1996,31908,1136
Beautiful Thing ,1996,10938,1137
Best Men ,1997,19952,1138
Hackers ,1995,10428,1139
"Road to Wellville, The ",1994,10467,1140
"War Room, The ",1993,26408,1141
When We Were Kings ,1997,10548,1142
Hard Eight ,1997,8052,1143
"Quiet Room, The ",1997,88423,1144
Blue Chips ,1994,19819,1145
Calendar Girl ,1993,117553,1146
My Family ,1995,38722,1147
Tom & Viv ,1994,46797,1148
Walkabout ,1971,36040,1149
Last Dance ,1996,46063,1150
Original Gangstas ,1996,40507,1151
In Love and War ,1997,110644,1152
Backbeat ,1993,12635,1153
Alphaville ,1965,8072,1154
"Rendezvous in Paris (Rendez-vous de Paris, Les) ",1996,77056,1155
Cyclo ,1996,38366,1156
"Relic, The ",1997,11015,1157
"Fille seule, La (A Single Girl) ",1996,102461,1158
Stalker ,1979,1398,1159
Love! Valour! Compassion! ,1997,64802,1160
Palookaville ,1996,37616,1161
Phat Beach ,1996,92381,1162
"Portrait of a Lady, The ",1996,36758,1163
Zeus and Roxanne ,1997,42424,1164
Big Bully ,1996,36929,1165
Love & Human Remains ,1993,27804,1166
"Sum of Us, The ",1994,36614,1167
Little Buddha ,1993,1689,1168
Fresh ,1994,13815,1169
Spanking the Monkey ,1994,17600,1170
Wild Reeds ,1994,26933,1171
"Women, The ",1939,22490,1172
Bliss ,1997,63945,1173
Caught ,1996,47260,1174
Hugo Pool ,1997,32332,1175
Welcome To Sarajevo ,1997,14905,1176
Dunston Checks In ,1996,17414,1177
Major Payne ,1994,11008,1178
Man of the House ,1995,40490,1179
I Love Trouble ,1994,10879,1180
"Low Down Dirty Shame, A ",1994,26352,1181
Cops and Robbersons ,1994,26261,1182
"Cowboy Way, The ",1994,19176,1183
"Endless Summer 2, The ",1994,24257,1184
In the Army Now ,1994,12475,1185
"Inkwell, The ",1994,59930,1186
Switchblade Sisters ,1975,52633,1187
Young Guns II ,1990,9086,1188
Prefontaine ,1997,26306,1189
That Old Feeling ,1997,25796,1190
"Letter From Death Row, A ",1998,43911,1191
"Boys of St. Vincent, The ",1993,32119,1192
Before the Rain (Pred dozhdot) ,1994,19155,1193
Once Were Warriors ,1994,527,1194
Strawberry and Chocolate (Fresa y chocolate) ,1993,12527,1195
"Savage Nights (Nuits fauves, Les) ",1992,41878,1196
"Family Thing, A ",1996,41852,1197
Purple Noon ,1960,10363,1198
Cemetery Man (Dellamorte Dellamore) ,1996,21588,1199
Kim ,1950,110465,1200
Marlene Dietrich: Shadow and Light (,1996,-1,1201
"Maybe, Maybe Not (Bewegte Mann, Der) ",1996,159,1202
Top Hat ,1935,3080,1203
To Be or Not to Be ,1942,198,1204
"Secret Agent, The ",1996,47199,1205
Amos & Andrew ,1993,31000,1206
Jade ,1995,11863,1207
Kiss of Death ,1995,6071,1208
Mixed Nuts ,1994,24070,1209
Virtuosity ,1995,9271,1210
Blue Sky ,1994,57834,1211
Flesh and Bone ,1993,18551,1212
Guilty as Sin ,1993,4916,1213
In the Realm of the Senses (Ai no corrida) ,1976,5879,1214
Barb Wire ,1996,11867,1215
Kissed ,1997,21626,1216
Assassins ,1995,9691,1217
Friday ,1995,10634,1218
"Goofy Movie, A ",1995,15789,1219
Higher Learning ,1995,16295,1220
When a Man Loves a Woman ,1994,10449,1221
Judgment Night ,1993,6,1222
King of the Hill ,1993,34024,1223
"Scout, The ",1994,35233,1224
Angus ,1995,25969,1225
Night Falls on Manhattan ,1997,46027,1226
"Awfully Big Adventure, An ",1995,22279,1227
Under Siege 2: Dark Territory ,1995,3512,1228
Poison Ivy II ,1995,9264,1229
Ready to Wear (Pret-A-Porter) ,1994,3586,1230
Marked for Death ,1990,10173,1231
Madonna: Truth or Dare ,1991,10174,1232
Nénette et Boni ,1996,-1,1233
Chairman of the Board ,1998,31535,1234
"Big Bang Theory, The ",1994,-1,1235
"Other Voices, Other Rooms ",1997,64562,1236
Twisted ,1996,52537,1237
Full Speed ,1996,12799,1238
Cutthroat Island ,1995,1408,1239
Ghost in the Shell (Kokaku kidotai) ,1996,9323,1240
"Van, The ",1997,11844,1241
"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) ",1991,78285,1242
Night Flier ,1998,12238,1243
Metro ,1997,8860,1244
Gridlock'd ,1997,12489,1245
Bushwhacked ,1995,26258,1246
Bad Girls ,1994,11853,1247
Blink ,1994,26203,1248
For Love or Money ,1993,9024,1249
Best of the Best 3: No Turning Back ,1995,36555,1250
A Chef in Love ,1997,105763,1251
"Contempt (Mépris, Le) ",1997,489289,1252
"Tie That Binds, The ",1995,79593,1253
Gone Fishin' ,1997,9054,1254
Broken English ,1997,124680,1255
"Designated Mourner, The ",1997,125021,1256
"Designated Mourner, The ",1997,125021,1257
Trial and Error ,1997,17770,1258
Pie in the Sky ,1996,110972,1259
Total Eclipse ,1995,36834,1260
"Run of the Country, The ",1995,221917,1261
Walking and Talking ,1996,49963,1262
Foxfire ,1996,18555,1263
Nothing to Lose ,1996,11676,1264
Star Maps ,1997,108401,1265
Bread and Chocolate (Pane e cioccolata) ,1973,51242,1266
Clockers ,1995,20649,1267
Bitter Moon ,1992,10497,1268
Love in the Afternoon ,1957,18299,1269
Life with Mikey ,1993,42580,1270
North ,1994,31586,1271
Talking About Sex ,1994,-1,1272
Color of Night ,1994,2124,1273
Robocop 3 ,1993,5550,1274
Killer (Bulletproof Heart) ,1994,399402,1275
Sunset Park ,1996,29649,1276
Set It Off ,1996,9400,1277
Selena ,1997,16052,1278
Wild America ,1997,38225,1279
Gang Related ,1997,14398,1280
Manny & Lo ,1996,88224,1281
"Grass Harp, The ",1996,46732,1282
Out to Sea ,1997,18080,1283
Before and After ,1996,43566,1284
Princess Caraboo ,1994,37345,1285
Shall We Dance? ,1937,31530,1286
Ed ,1996,32308,1287
Denise Calls Up ,1996,47449,1288
Jack and Sarah ,1996,2021,1289
Country Life ,1994,124460,1290
Celtic Pride ,1996,23449,1291
"Simple Wish, A ",1997,17834,1292
Star Kid ,1998,54007,1293
Ayn Rand: A Sense of Life ,1998,49645,1294
Kicked in the Head ,1997,56651,1295
Indian Summer ,1996,172545,1296
Love Affair ,1994,43742,1297
"Band Wagon, The ",1953,29376,1298
Penny Serenade ,1941,43795,1299
'Til There Was You ,1997,32872,1300
Stripes ,1981,10890,1301
Late Bloomers ,1997,413471,1302
"Getaway, The ",1994,2087,1303
New York Cop ,1996,149445,1304
National Lampoon's Senior Trip ,1995,27993,1305
Delta of Venus ,1994,38867,1306
Carmen Miranda: Bananas Is My Business ,1994,255546,1307
Babyfever ,1994,188589,1308
"Very Natural Thing, A ",1974,44495,1309
"Walk in the Sun, A ",1945,43488,1310
Waiting to Exhale ,1996,31357,1311
"Pompatus of Love, The ",1996,85328,1312
Palmetto ,1998,30949,1313
Surviving the Game ,1994,17585,1314
Inventing the Abbotts ,1997,12723,1315
"Horse Whisperer, The ",1997,547,1316
"Journey of August King, The ",1996,61548,1317
Catwalk ,1996,89333,1318
"Neon Bible, The ",1996,39428,1319
Homage ,1996,291731,1320
Open Season ,1996,203119,1321
Metisse (Café au Lait) ,1993,47507,1322
"Wooden Man's Bride, The (Wu Kui) ",1994,59146,1323
Loaded ,1996,54850,1324
August ,1996,161070,1325
Boys ,1996,43634,1326
Captives ,1994,37667,1327
Of Love and Shadows ,1996,90148,1328
"Low Life, The ",1996,87169,1329
An Unforgettable Summer ,1994,81949,1330
"Last Klezmer: Leopold Kozlowski, His Life and Music, The ",1995,-1,1331
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) ,1993,124306,1332
Midnight Dancers (Sibak) ,1994,183955,1333
Somebody to Love ,1996,297451,1334
American Buffalo ,1996,31546,1335
Kazaam ,1996,11511,1336
Larger Than Life ,1996,34170,1337
Two Deaths ,1996,490648,1338
Stefano Quantestorie ,1993,69895,1339
"Crude Oasis, The ",1995,525936,1340
Hedd Wyn ,1992,151489,1341
"Convent, The (Convento, O) ",1996,12724,1342
Lotto Land ,1995,124619,1343
"Story of Xinghua, The ",1993,297645,1344
"Day the Sun Turned Cold, The (Tianguo niezi) ",1994,48144,1345
Dingo ,1992,368995,1346
"Ballad of Narayama, The (Narayama Bushiko) ",1958,116690,1347
Every Other Weekend ,1990,213917,1348
Mille bolle blu ,1993,145925,1349
Crows and Sparrows ,1949,100914,1350
Lover's Knot ,1996,241058,1351
Shadow of Angels (Schatten der Engel) ,1976,10232,1352
1-900 ,1994,101230,1353
Venice/Venice ,1992,11162,1354
Infinity ,1996,2033,1355
Ed's Next Move ,1996,161806,1356
For the Moment ,1994,37218,1357
The Deadly Cure ,1996,-1,1358
Boys in Venice ,1996,-1,1359
"Sexual Life of the Belgians, The ",1994,116356,1360
"Search for One-eye Jimmy, The ",1996,67365,1361
American Strays ,1996,136311,1362
"Leopard Son, The ",1996,17642,1363
Bird of Prey ,1996,495764,1364
Johnny 100 Pesos ,1993,49688,1365
JLG/JLG - autoportrait de décembre ,1994,-1,1366
Faust ,1994,18919,1367
Mina Tannenbaum ,1994,86369,1368
"Forbidden Christ, The (Cristo proibito, Il) ",1950,199512,1369
I Can't Sleep (J'ai pas sommeil) ,1994,482561,1370
"Machine, The ",1994,41651,1371
"Stranger, The ",1994,449599,1372
Good Morning ,1971,243351,1373
Falling in Love Again ,1980,66597,1374
"Cement Garden, The ",1993,14832,1375
Meet Wally Sparks ,1997,40506,1376
Hotel de Love ,1997,58911,1377
Rhyme & Reason ,1997,90928,1378
Love and Other Catastrophes ,1997,76996,1379
Hollow Reed ,1997,93946,1380
Losing Chase ,1996,109614,1381
"Bonheur, Le ",1997,556108,1382
"Second Jungle Book: Mowgli & Baloo, The ",1997,50850,1383
Squeeze ,1997,49235,1384
Roseanna's Grave (For Roseanna) ,1997,65889,1385
Tetsuo II: Body Hammer ,1997,17991,1386
Fall ,1997,37567,1387
Gabbeh ,1997,43771,1388
Mondo ,1997,479037,1389
"Innocent Sleep, The ",1997,249358,1390
For Ever Mozart ,1997,111367,1391
"Locusts, The ",1997,75250,1392
Stag ,1997,36434,1393
Swept from the Sea ,1997,1959,1394
Hurricane Streets ,1998,125052,1395
Stonewall ,1996,273899,1396
Of Human Bondage ,1934,43905,1397
Anna ,1996,268135,1398
Stranger in the House ,1997,191874,1399
Picture Bride ,1995,30304,1400
M. Butterfly ,1993,1413,1401
"Ciao, Professore! ",1993,23637,1402
Caro Diario (Dear Diary) ,1994,25403,1403
Withnail and I ,1987,13446,1404
Boy's Life 2 ,1997,8092,1405
When Night Is Falling ,1995,8391,1406
"Specialist, The ",1994,2636,1407
Gordy ,1995,47867,1408
"Swan Princess, The ",1994,22586,1409
Harlem ,1993,9085,1410
Barbarella ,1968,8069,1411
Land Before Time III: The Time of the Great Giving (199,1995,19004,1412
Street Fighter ,1994,11667,1413
Coldblooded ,1995,32502,1414
"Next Karate Kid, The ",1994,11231,1415
No Escape ,1994,10447,1416
"Turning, The ",1997,61280,1417
"Joy Luck Club, The ",1993,19931,1418
Highlander III: The Sorcerer ,1994,8011,1419
Gilligan's Island: The Movie ,1997,-1,1420
My Crazy Life (Mi vida loca) ,1993,32325,1421
Suture ,1993,87078,1422
"Walking Dead, The ",1995,95963,1423
I Like It Like That ,1994,48992,1424
I'll Do Anything ,1994,106143,1425
Grace of My Heart ,1996,58985,1426
Drunks ,1996,8051,1427
SubUrbia ,1997,28059,1428
Sliding Doors ,1998,10215,1429
Ill Gotten Gains ,1997,102406,1430
Legal Deceit ,1997,531591,1431
"Mighty, The ",1998,9821,1432
Men of Means ,1997,216794,1433
Shooting Fish ,1998,25719,1434
"Steal Big, Steal Little ",1995,78406,1435
Mr. Jones ,1993,2625,1436
House Party 3 ,1994,16097,1437
Panther ,1995,41478,1438
Jason's Lyric ,1994,22067,1439
Above the Rim ,1994,19092,1440
Moonlight and Valentino ,1995,68274,1441
"Scarlet Letter, The ",1995,10533,1442
8 Seconds ,1994,18069,1443
That Darn Cat! ,1965,20723,1444
Ladybird Ladybird ,1994,49980,1445
"Bye Bye, Love ",1995,30528,1446
Century ,1993,261246,1447
My Favorite Season ,1996,52873,1448
Pather Panchali ,1996,5801,1449
Golden Earrings ,1947,121357,1450
Foreign Correspondent ,1940,25670,1451
Lady of Burlesque ,1943,50001,1452
Angel on My Shoulder ,1946,22688,1453
Angel and the Badman ,1947,22356,1454
"Outlaw, The ",1943,22613,1455
Beat the Devil ,1954,22733,1456
Love Is All There Is ,1996,55058,1457
"Damsel in Distress, A ",1937,66473,1458
Madame Butterfly ,1996,52356,1459
Sleepover ,1996,9893,1460
Here Comes Cookie ,1935,218713,1461
"Thieves (Voleurs, Les) ",1996,449443,1462
"Boys, Les ",1997,42832,1463
"Stars Fell on Henrietta, The ",1995,139408,1464
Last Summer in the Hamptons ,1995,188588,1465
Margaret's Museum ,1995,71754,1466
"Saint of Fort Washington, The ",1993,56583,1467
"Cure, The ",1995,6715,1468
Tom and Huck ,1995,45325,1469
Gumby: The Movie ,1995,43475,1470
Hideaway ,1995,27303,1471
"Visitors, The (Visiteurs, Les) ",1996,494680,1472
"Little Princess, The ",1939,26531,1473
Nina Takes a Lover ,1994,131957,1474
Bhaji on the Beach ,1993,14587,1475
Raw Deal ,1948,26167,1476
Nightwatch ,1997,2212,1477
Dead Presidents ,1995,11443,1478
Reckless ,1995,58372,1479
Herbie Rides Again ,1974,10869,1480
S.F.W. ,1994,29444,1481
"Gate of Heavenly Peace, The ",1996,52059,1482
"Man in the Iron Mask, The ",1998,9313,1483
"Jerky Boys, The ",1994,18713,1484
"Colonel Chabert, Le ",1994,41580,1485
Girl in the Cadillac ,1995,278939,1486
Even Cowgirls Get the Blues ,1993,34444,1487
Germinal ,1993,51980,1488
Chasers ,1994,24405,1489
Fausto ,1993,349394,1490
Tough and Deadly ,1995,80350,1491
Window to Paris ,1994,41043,1492
"Modern Affair, A ",1996,123505,1493
"Mostro, Il ",1996,336845,1494
Flirt ,1996,2074,1495
Carpool ,1996,23945,1496
"Line King: Al Hirschfeld, The ",1996,124829,1497
Farmer & Chase ,1997,65753,1498
Grosse Fatigue ,1994,64567,1499
Santa with Muscles ,1996,31388,1500
Prisoner of the Mountains (Kavkazsky Plennik) ,1997,55936,1501
Naked in New York ,1994,11800,1502
