movie_title,year,movie+title,tmdb_id
Bonnie and Clyde ,1967,Bonnie+and+Clyde,475
Dial M for Murder ,1954,Dial+M+for+Murder,521
Rebel Without a Cause ,1955,Rebel+Without+a+Cause,221
"Streetcar Named Desire, A ",1951,"Streetcar+Named+Desire,+A",702
"People vs. Larry Flynt, The ",1996,"People+vs.+Larry+Flynt,+The",1630
My Left Foot ,1989,My+Left+Foot,10161
"Magnificent Seven, The ",1954,"Magnificent+Seven,+The",346
Lawrence of Arabia ,1962,Lawrence+of+Arabia,947
Wings of Desire ,1987,Wings+of+Desire,144
"Third Man, The ",1949,"Third+Man,+The",1092
Annie Hall ,1977,Annie+Hall,703
"Boot, Das ",1997,"Boot,+Das",387
Local Hero ,1983,Local+Hero,11235
Manhattan ,1979,Manhattan,696
Miller's Crossing ,1990,Miller's+Crossing,379
"Treasure of the Sierra Madre, The ",1948,"Treasure+of+the+Sierra+Madre,+The",3090
"Great Escape, The ",1963,"Great+Escape,+The",5925
"Deer Hunter, The ",1978,"Deer+Hunter,+The",11778
Down by Law ,1986,Down+by+Law,1554
Cool Hand Luke ,1967,Cool+Hand+Luke,903
"Great Dictator, The ",1940,"Great+Dictator,+The",914
"Big Sleep, The ",1946,"Big+Sleep,+The",910
Ben-Hur ,1959,Ben-Hur,665
Gandhi ,1982,Gandhi,783
"Killing Fields, The ",1984,"Killing+Fields,+The",625
My Life as a Dog (Mitt liv som hund) ,1985,My+Life+as+a+Dog+(Mitt+liv+som+hund),-1
"Man Who Would Be King, The ",1975,"Man+Who+Would+Be+King,+The",983
Shine ,1996,Shine,7863
Kama Sutra: A Tale of Love ,1997,Kama+Sutra:+A+Tale+of+Love,28005
"Daytrippers, The ",1997,"Daytrippers,+The",-1
Traveller ,1997,Traveller,31465
Addicted to Love ,1997,Addicted+to+Love,2058
Ponette ,1997,Ponette,-1
My Own Private Idaho ,1991,My+Own+Private+Idaho,468
Anastasia ,1997,Anastasia,9444
Mouse Hunt ,1997,Mouse+Hunt,6283
Money Train ,1995,Money+Train,11517
Mortal Kombat ,1995,Mortal+Kombat,9312
Pocahontas ,1995,Pocahontas,10530
"Misérables, Les ",1995,"Misérables,+Les",-1
Things to Do in Denver when You're Dead ,1996,Things+to+Do+in+Denver+when+You're+Dead,400
Vampire in Brooklyn ,1995,Vampire+in+Brooklyn,12158
Broken Arrow ,1996,Broken+Arrow,9208
"Young Poisoner's Handbook, The ",1996,"Young+Poisoner's+Handbook,+The",-1
"NeverEnding Story III, The ",1996,"NeverEnding+Story+III,+The",27793
Rob Roy ,1995,Rob+Roy,11780
Die Hard: With a Vengeance ,1995,Die+Hard:+With+a+Vengeance,1572
Lord of Illusions ,1995,Lord+of+Illusions,8973
Species ,1995,Species,9348
"Walk in the Clouds, A ",1995,"Walk+in+the+Clouds,+A",9560
Waterworld ,1995,Waterworld,9804
White Man's Burden ,1995,White+Man's+Burden,31611
Wild Bill ,1995,Wild+Bill,65796
Farinelli: il castrato ,1994,Farinelli:+il+castrato,10954
Heavenly Creatures ,1994,Heavenly+Creatures,1024
Interview with the Vampire ,1994,Interview+with+the+Vampire,628
"Kid in King Arthur's Court, A ",1995,"Kid+in+King+Arthur's+Court,+A",37108
Mary Shelley's Frankenstein ,1994,Mary+Shelley's+Frankenstein,3036
"Quick and the Dead, The ",1995,"Quick+and+the+Dead,+The",12106
Stephen King's The Langoliers ,1995,Stephen+King's+The+Langoliers,-1
Tales from the Hood ,1995,Tales+from+the+Hood,25066
Village of the Damned ,1995,Village+of+the+Damned,12122
Clear and Present Danger ,1994,Clear+and+Present+Danger,9331
Wes Craven's New Nightmare ,1994,Wes+Craven's+New+Nightmare,11596
Speed ,1994,Speed,1637
Wolf ,1994,Wolf,10395
Wyatt Earp ,1994,Wyatt+Earp,12160
Another Stakeout ,1993,Another+Stakeout,9409
Blown Away ,1994,Blown+Away,178
Body Snatchers ,1993,Body+Snatchers,4722
Boxing Helena ,1993,Boxing+Helena,18215
City Slickers II: The Legend of Curly's Gold ,1994,City+Slickers+II:+The+Legend+of+Curly's+Gold,11310
Cliffhanger ,1993,Cliffhanger,9350
Coneheads ,1993,Coneheads,9612
Demolition Man ,1993,Demolition+Man,9739
Fatal Instinct ,1993,Fatal+Instinct,26141
"Englishman Who Went Up a Hill, But Came Down a Mountain, The ",1995,"Englishman+Who+Went+Up+a+Hill,+But+Came+Down+a+Mountain,+The",10612
Kalifornia ,1993,Kalifornia,10909
"Piano, The ",1993,"Piano,+The",713
Romeo Is Bleeding ,1993,Romeo+Is+Bleeding,2088
"Secret Garden, The ",1993,"Secret+Garden,+The",11236
Son in Law ,1993,Son+in+Law,13203
Terminal Velocity ,1994,Terminal+Velocity,9057
"Hour of the Pig, The ",1993,"Hour+of+the+Pig,+The",70912
Beauty and the Beast ,1991,Beauty+and+the+Beast,10020
"Wild Bunch, The ",1969,"Wild+Bunch,+The",576
Hellraiser: Bloodline ,1996,Hellraiser:+Bloodline,8766
Primal Fear ,1996,Primal+Fear,1592
True Crime ,1995,True+Crime,37144
Stalingrad ,1993,Stalingrad,11101
Heavy ,1996,Heavy,11827
"Fan, The ",1996,"Fan,+The",9566
"Hunchback of Notre Dame, The ",1996,"Hunchback+of+Notre+Dame,+The",10545
Eraser ,1996,Eraser,9268
"Big Squeeze, The ",1996,"Big+Squeeze,+The",144982
Police Story 4: Project S (Chao ji ji hua) ,1996,Police+Story+4:+Project+S+(Chao+ji+ji+hua),-1
Daniel Defoe's Robinson Crusoe ,1996,Daniel+Defoe's+Robinson+Crusoe,-1
For Whom the Bell Tolls ,1943,For+Whom+the+Bell+Tolls,27854
"American in Paris, An ",1951,"American+in+Paris,+An",2769
Rear Window ,1954,Rear+Window,567
It Happened One Night ,1934,It+Happened+One+Night,3078
Meet Me in St. Louis ,1944,Meet+Me+in+St.+Louis,909
All About Eve ,1950,All+About+Eve,705
Rebecca ,1940,Rebecca,223
Spellbound ,1945,Spellbound,4174
Father of the Bride ,1950,Father+of+the+Bride,20758
Gigi ,1958,Gigi,17281
Laura ,1944,Laura,1939
Lost Horizon ,1937,Lost+Horizon,3598
My Man Godfrey ,1936,My+Man+Godfrey,13562
Giant ,1956,Giant,1712
"39 Steps, The ",1935,"39+Steps,+The",260
Night of the Living Dead ,1968,Night+of+the+Living+Dead,10331
"Blue Angel, The (Blaue Engel, Der) ",1930,"Blue+Angel,+The+(Blaue+Engel,+Der)",228
Picnic ,1955,Picnic,39940
Extreme Measures ,1996,Extreme+Measures,11306
"Chamber, The ",1996,"Chamber,+The",6346
"Davy Crockett, King of the Wild Frontier ",1955,"Davy+Crockett,+King+of+the+Wild+Frontier",35115
Swiss Family Robinson ,1960,Swiss+Family+Robinson,18444
Angels in the Outfield ,1994,Angels+in+the+Outfield,24795
"Three Caballeros, The ",1945,"Three+Caballeros,+The",15947
"Sword in the Stone, The ",1963,"Sword+in+the+Stone,+The",9078
So Dear to My Heart ,1949,So+Dear+to+My+Heart,29682
Robin Hood: Prince of Thieves ,1991,Robin+Hood:+Prince+of+Thieves,8367
Sleepers ,1996,Sleepers,819
Victor/Victoria ,1982,Victor/Victoria,12614
"Great Race, The ",1965,"Great+Race,+The",11575
"Crying Game, The ",1992,"Crying+Game,+The",11386
Sophie's Choice ,1982,Sophie's+Choice,15764
"Christmas Carol, A ",1938,"Christmas+Carol,+A",25842
Microcosmos: Le peuple de l'herbe ,1996,Microcosmos:+Le+peuple+de+l'herbe,9305
"Fog, The ",1980,"Fog,+The",790
Escape from New York ,1981,Escape+from+New+York,1103
"Howling, The ",1981,"Howling,+The",11298
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) ",1982,"Return+of+Martin+Guerre,+The+(Retour+de+Martin+Guerre,+Le)",4483
"Tin Drum, The (Blechtrommel, Die) ",1979,"Tin+Drum,+The+(Blechtrommel,+Die)",-1
"Cook the Thief His Wife & Her Lover, The ",1989,"Cook+the+Thief+His+Wife+&+Her+Lover,+The",7452
Paths of Glory ,1957,Paths+of+Glory,975
"Grifters, The ",1990,"Grifters,+The",18129
The Innocent ,1994,The+Innocent,402838
"Thin Blue Line, The ",1988,"Thin+Blue+Line,+The",14285
Paris Is Burning ,1990,Paris+Is+Burning,31225
Once Upon a Time in the West ,1969,Once+Upon+a+Time+in+the+West,335
Ran ,1985,Ran,11645
"Quiet Man, The ",1952,"Quiet+Man,+The",3109
Once Upon a Time in America ,1984,Once+Upon+a+Time+in+America,311
"Seventh Seal, The (Sjunde inseglet, Det) ",1957,"Seventh+Seal,+The+(Sjunde+inseglet,+Det)",-1
Glory ,1989,Glory,9665
Rosencrantz and Guildenstern Are Dead ,1990,Rosencrantz+and+Guildenstern+Are+Dead,18971
Touch of Evil ,1958,Touch+of+Evil,1480
Chinatown ,1974,Chinatown,829
Stand by Me ,1986,Stand+by+Me,235
M ,1931,M,832
"Manchurian Candidate, The ",1962,"Manchurian+Candidate,+The",982
Pump Up the Volume ,1990,Pump+Up+the+Volume,8428
Arsenic and Old Lace ,1944,Arsenic+and+Old+Lace,212
Fried Green Tomatoes ,1991,Fried+Green+Tomatoes,1633
High Noon ,1952,High+Noon,288
Somewhere in Time ,1980,Somewhere+in+Time,16633
Being There ,1979,Being+There,10322
"Paris, Texas ",1984,"Paris,+Texas",655
Alien 3 ,1992,Alien+3,8077
Blood For Dracula (Andy Warhol's Dracula) ,1974,Blood+For+Dracula+(Andy+Warhol's+Dracula),-1
Audrey Rose ,1977,Audrey+Rose,49126
Blood Beach ,1981,Blood+Beach,37843
Body Parts ,1991,Body+Parts,32146
Body Snatchers ,1993,Body+Snatchers,4722
Bride of Frankenstein ,1935,Bride+of+Frankenstein,229
Candyman ,1992,Candyman,9529
Cape Fear ,1962,Cape+Fear,11349
Cat People ,1982,Cat+People,6217
"Nosferatu (Nosferatu, eine Symphonie des Grauens) ",1922,"Nosferatu+(Nosferatu,+eine+Symphonie+des+Grauens)",653
"Crucible, The ",1996,"Crucible,+The",20539
Fire on the Mountain ,1997,Fire+on+the+Mountain,65388
Volcano ,1997,Volcano,10357
Conan the Barbarian ,1981,Conan+the+Barbarian,-1
Kull the Conqueror ,1997,Kull+the+Conqueror,17832
Wishmaster ,1997,Wishmaster,10351
I Know What You Did Last Summer ,1997,I+Know+What+You+Did+Last+Summer,3597
Rocket Man ,1997,Rocket+Man,36797
In the Line of Fire ,1993,In+the+Line+of+Fire,9386
Executive Decision ,1996,Executive+Decision,2320
"Perfect World, A ",1993,"Perfect+World,+A",9559
McHale's Navy ,1997,McHale's+Navy,14908
Leave It to Beaver ,1997,Leave+It+to+Beaver,37244
"Jackal, The ",1997,"Jackal,+The",4824
Seven Years in Tibet ,1997,Seven+Years+in+Tibet,978
Dark City ,1998,Dark+City,2666
"American President, The ",1995,"American+President,+The",9087
Casino ,1995,Casino,524
Persuasion ,1995,Persuasion,17015
Kicking and Screaming ,1995,Kicking+and+Screaming,28387
City Hall ,1996,City+Hall,11062
"Basketball Diaries, The ",1995,"Basketball+Diaries,+The",10474
"Browning Version, The ",1994,"Browning+Version,+The",49805
Little Women ,1994,Little+Women,9587
Miami Rhapsody ,1995,Miami+Rhapsody,17402
"Wonderful, Horrible Life of Leni Riefenstahl, The ",1993,"Wonderful,+Horrible+Life+of+Leni+Riefenstahl,+The",41647
Barcelona ,1994,Barcelona,16771
Widows' Peak ,1994,Widows'+Peak,25440
"House of the Spirits, The ",1993,"House+of+the+Spirits,+The",2259
Singin' in the Rain ,1952,Singin'+in+the+Rain,872
Bad Moon ,1996,Bad+Moon,49763
Enchanted April ,1991,Enchanted+April,26561
"Sex, Lies, and Videotape ",1989,"Sex,+Lies,+and+Videotape",1412
Strictly Ballroom ,1992,Strictly+Ballroom,10409
Better Off Dead... ,1985,Better+Off+Dead...,13667
"Substance of Fire, The ",1996,"Substance+of+Fire,+The",168535
Tin Men ,1987,Tin+Men,10896
Othello ,1995,Othello,16420
Carrington ,1995,Carrington,47018
To Die For ,1995,To+Die+For,577
Home for the Holidays ,1995,Home+for+the+Holidays,9089
"Juror, The ",1996,"Juror,+The",9623
In the Bleak Midwinter ,1996,In+the+Bleak+Midwinter,40154
Canadian Bacon ,1994,Canadian+Bacon,-1
First Knight ,1995,First+Knight,6520
Mallrats ,1995,Mallrats,2293
Nine Months ,1995,Nine+Months,11472
Boys on the Side ,1995,Boys+on+the+Side,9382
Circle of Friends ,1995,Circle+of+Friends,22625
Exit to Eden ,1994,Exit+to+Eden,18395
Fluke ,1995,Fluke,21183
Immortal Beloved ,1994,Immortal+Beloved,13701
Junior ,1994,Junior,6280
Nell ,1994,Nell,1945
"Queen Margot (Reine Margot, La) ",1996,"Queen+Margot+(Reine+Margot,+La)",-1
"Corrina, Corrina ",1994,"Corrina,+Corrina",10464
Dave ,1993,Dave,11566
Go Fish ,1994,Go+Fish,18620
Made in America ,1993,Made+in+America,12121
Philadelphia ,1993,Philadelphia,9800
Shadowlands ,1993,Shadowlands,10445
Sirens ,1994,Sirens,12519
Threesome ,1994,Threesome,10635
Pretty Woman ,1990,Pretty+Woman,114
Jane Eyre ,1996,Jane+Eyre,47333
"Last Supper, The ",1996,"Last+Supper,+The",12520
Ransom ,1996,Ransom,3595
"Crow: City of Angels, The ",1996,"Crow:+City+of+Angels,+The",10546
Michael Collins ,1996,Michael+Collins,1770
"Ruling Class, The ",1972,"Ruling+Class,+The",30892
Real Genius ,1985,Real+Genius,14370
Benny & Joon ,1993,Benny+&+Joon,4104
"Saint, The ",1997,"Saint,+The",10003
"MatchMaker, The ",1997,"MatchMaker,+The",20457
Amistad ,1997,Amistad,11831
Tomorrow Never Dies ,1997,Tomorrow+Never+Dies,714
"Replacement Killers, The ",1998,"Replacement+Killers,+The",11702
Burnt By the Sun ,1994,Burnt+By+the+Sun,50797
Red Corner ,1997,Red+Corner,9407
Jumanji ,1995,Jumanji,8844
Father of the Bride Part II ,1995,Father+of+the+Bride+Part+II,11862
Across the Sea of Time ,1995,Across+the+Sea+of+Time,139405
Lawnmower Man 2: Beyond Cyberspace ,1996,Lawnmower+Man+2:+Beyond+Cyberspace,11525
Fair Game ,1995,Fair+Game,11859
Screamers ,1995,Screamers,9102
Nick of Time ,1995,Nick+of+Time,2086
Beautiful Girls ,1996,Beautiful+Girls,9283
Happy Gilmore ,1996,Happy+Gilmore,9614
If Lucy Fell ,1996,If+Lucy+Fell,10324
Boomerang ,1992,Boomerang,11066
Man of the Year ,1996,Man+of+the+Year,5757
"Addiction, The ",1995,"Addiction,+The",34996
Casper ,1995,Casper,8839
Congo ,1995,Congo,10329
Devil in a Blue Dress ,1995,Devil+in+a+Blue+Dress,8512
Johnny Mnemonic ,1995,Johnny+Mnemonic,9886
Kids ,1995,Kids,9344
Mute Witness ,1994,Mute+Witness,-1
"Prophecy, The ",1995,"Prophecy,+The",11980
Something to Talk About ,1995,Something+to+Talk+About,18402
Three Wishes ,1995,Three+Wishes,47939
Castle Freak ,1995,Castle+Freak,18256
Don Juan DeMarco ,1995,Don+Juan+DeMarco,1909
Drop Zone ,1994,Drop+Zone,4954
Dumb & Dumber ,1994,Dumb+&+Dumber,8467
French Kiss ,1995,French+Kiss,397
Little Odessa ,1994,Little+Odessa,47504
Milk Money ,1994,Milk+Money,8986
Beyond Bedlam ,1993,Beyond+Bedlam,-1
Only You ,1994,Only+You,9058
"Perez Family, The ",1995,"Perez+Family,+The",63020
Roommates ,1995,Roommates,161495
Relative Fear ,1994,Relative+Fear,-1
Swimming with Sharks ,1995,Swimming+with+Sharks,-1
Tommy Boy ,1995,Tommy+Boy,11381
"Baby-Sitters Club, The ",1995,"Baby-Sitters+Club,+The",48287
Bullets Over Broadway ,1994,Bullets+Over+Broadway,11382
Crooklyn ,1994,Crooklyn,34152
It Could Happen to You ,1994,It+Could+Happen+to+You,10660
Richie Rich ,1994,Richie+Rich,11011
Speechless ,1994,Speechless,15128
Timecop ,1994,Timecop,8831
Bad Company ,1995,Bad+Company,40480
Boys Life ,1995,Boys+Life,-1
In the Mouth of Madness ,1995,In+the+Mouth+of+Madness,2654
"Air Up There, The ",1994,"Air+Up+There,+The",46094
Hard Target ,1993,Hard+Target,2019
Heaven & Earth ,1993,Heaven+&+Earth,31642
Jimmy Hollywood ,1994,Jimmy+Hollywood,31643
Manhattan Murder Mystery ,1993,Manhattan+Murder+Mystery,10440
Menace II Society ,1993,Menace+II+Society,9516
Poetic Justice ,1993,Poetic+Justice,8291
"Program, The ",1993,"Program,+The",18133
Rising Sun ,1993,Rising+Sun,7007
"Shadow, The ",1994,"Shadow,+The",8850
Thirty-Two Short Films About Glenn Gould ,1993,Thirty-Two+Short+Films+About+Glenn+Gould,20967
Andre ,1994,Andre,21352
"Celluloid Closet, The ",1996,"Celluloid+Closet,+The",32562
"Great Day in Harlem, A ",1994,"Great+Day+in+Harlem,+A",124472
One Fine Day ,1996,One+Fine+Day,7300
Candyman: Farewell to the Flesh ,1995,Candyman:+Farewell+to+the+Flesh,10824
Frisk ,1996,Frisk,40926
Girl 6 ,1996,Girl+6,61752
Eddie ,1996,Eddie,11107
Space Jam ,1996,Space+Jam,2300
Mrs. Winterbourne ,1996,Mrs.+Winterbourne,40001
Faces ,1968,Faces,753
Mulholland Falls ,1996,Mulholland+Falls,10990
"Great White Hype, The ",1996,"Great+White+Hype,+The",20759
"Arrival, The ",1996,"Arrival,+The",10547
"Phantom, The ",1996,"Phantom,+The",9826
Daylight ,1996,Daylight,11228
Alaska ,1996,Alaska,36344
Fled ,1996,Fled,18550
Power 98 ,1996,Power+98,109478
Escape from L.A. ,1996,Escape+from+L.A.,10061
Bogus ,1996,Bogus,3587
Bulletproof ,1996,Bulletproof,10723
Halloween: The Curse of Michael Myers ,1995,Halloween:+The+Curse+of+Michael+Myers,10987
"Gay Divorcee, The ",1934,"Gay+Divorcee,+The",28288
Ninotchka ,1939,Ninotchka,1859
Meet John Doe ,1941,Meet+John+Doe,32574
In the Line of Duty 2 ,1996,In+the+Line+of+Duty+2,-1
Loch Ness ,1995,Loch+Ness,-1
Last Man Standing ,1996,Last+Man+Standing,9333
"Glimmer Man, The ",1996,"Glimmer+Man,+The",9625
Pollyanna ,1960,Pollyanna,31102
"Shaggy Dog, The ",1959,"Shaggy+Dog,+The",15944
Freeway ,1996,Freeway,11229
That Thing You Do! ,1996,That+Thing+You+Do!,9591
To Gillian on Her 37th Birthday ,1996,To+Gillian+on+Her+37th+Birthday,30500
Looking for Richard ,1996,Looking+for+Richard,42314
"Murder, My Sweet ",1944,"Murder,+My+Sweet",1834
Days of Thunder ,1990,Days+of+Thunder,2119
"Perfect Candidate, A ",1996,"Perfect+Candidate,+A",124837
Two or Three Things I Know About Her ,1966,Two+or+Three+Things+I+Know+About+Her,-1
"Bloody Child, The ",1996,"Bloody+Child,+The",124676
Braindead ,1992,Braindead,763
Bad Taste ,1987,Bad+Taste,9964
Diva ,1981,Diva,4485
Night on Earth ,1991,Night+on+Earth,339
Paris Was a Woman ,1996,Paris+Was+a+Woman,96288
Amityville: Dollhouse ,1996,Amityville:+Dollhouse,52263
April Fool's Day ,1986,April+Fool's+Day,24913
"Believers, The ",1987,"Believers,+The",32076
Nosferatu a Venezia ,1986,Nosferatu+a+Venezia,-1
Jingle All the Way ,1996,Jingle+All+the+Way,9279
"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) ",1996,"Garden+of+Finzi-Contini,+The+(Giardino+dei+Finzi-Contini,+Il)",-1
My Fellow Americans ,1996,My+Fellow+Americans,17795
"Ice Storm, The ",1997,"Ice+Storm,+The",68924
Michael ,1996,Michael,2928
"Whole Wide World, The ",1996,"Whole+Wide+World,+The",18451
Hearts and Minds ,1997,Hearts+and+Minds,-1
Fools Rush In ,1997,Fools+Rush+In,1968
Touch ,1997,Touch,61563
Vegas Vacation ,1997,Vegas+Vacation,11419
Love Jones ,1997,Love+Jones,27322
Picture Perfect ,1997,Picture+Perfect,9413
Career Girls ,1997,Career+Girls,49462
She's So Lovely ,1997,She's+So+Lovely,38295
Money Talks ,1997,Money+Talks,9416
Excess Baggage ,1997,Excess+Baggage,26180
That Darn Cat! ,1997,That+Darn+Cat!,20735
"Peacemaker, The ",1997,"Peacemaker,+The",6623
Soul Food ,1997,Soul+Food,29461
Money Talks ,1997,Money+Talks,9416
Washington Square ,1997,Washington+Square,45019
Telling Lies in America ,1997,Telling+Lies+in+America,63437
Year of the Horse ,1997,Year+of+the+Horse,62422
Phantoms ,1998,Phantoms,9827
"Life Less Ordinary, A ",1997,"Life+Less+Ordinary,+A",8067
Eve's Bayou ,1997,Eve's+Bayou,45153
One Night Stand ,1997,One+Night+Stand,12616
"Tango Lesson, The ",1997,"Tango+Lesson,+The",34838
Mortal Kombat: Annihilation ,1997,Mortal+Kombat:+Annihilation,9823
Bent ,1997,Bent,19601
Flubber ,1997,Flubber,9574
For Richer or Poorer ,1997,For+Richer+or+Poorer,10371
Home Alone 3 ,1997,Home+Alone+3,9714
Scream 2 ,1997,Scream+2,4233
"Sweet Hereafter, The ",1997,"Sweet+Hereafter,+The",10217
Time Tracers ,1995,Time+Tracers,-1
"Postman, The ",1997,"Postman,+The",9922
"Winter Guest, The ",1997,"Winter+Guest,+The",25994
Kundun ,1997,Kundun,9746
Mr. Magoo ,1997,Mr.+Magoo,9438
"Big Lebowski, The ",1997,"Big+Lebowski,+The",-1
Afterglow ,1997,Afterglow,26941
Ma vie en rose (My Life in Pink) ,1997,Ma+vie+en+rose+(My+Life+in+Pink),-1
Great Expectations ,1998,Great+Expectations,9410
Oscar & Lucinda ,1997,Oscar+&+Lucinda,11365
Vermin ,1997,Vermin,-1
Half Baked ,1998,Half+Baked,9490
Dangerous Beauty ,1998,Dangerous+Beauty,8583
Nil By Mouth ,1998,Nil+By+Mouth,-1
Twilight ,1998,Twilight,26269
U.S. Marshalls ,1998,U.S.+Marshalls,-1
Love and Death on Long Island ,1998,Love+and+Death+on+Long+Island,-1
Wild Things ,1998,Wild+Things,617
Primary Colors ,1998,Primary+Colors,9440
Lost in Space ,1998,Lost+in+Space,2157
Mercury Rising ,1998,Mercury+Rising,8838
City of Angels ,1998,City+of+Angels,795
"City of Lost Children, The ",1995,"City+of+Lost+Children,+The",902
Two Bits ,1995,Two+Bits,40628
Farewell My Concubine ,1993,Farewell+My+Concubine,10997
Dead Man ,1996,Dead+Man,922
Raise the Red Lantern ,1991,Raise+the+Red+Lantern,10404
White Squall ,1996,White+Squall,10534
Unforgettable ,1996,Unforgettable,2045
Down Periscope ,1996,Down+Periscope,9101
"Flower of My Secret, The (Flor de mi secreto, La) ",1996,"Flower+of+My+Secret,+The+(Flor+de+mi+secreto,+La)",-1
"Craft, The ",1996,"Craft,+The",9100
Harriet the Spy ,1996,Harriet+the+Spy,38223
Chain Reaction ,1996,Chain+Reaction,12123
"Island of Dr. Moreau, The ",1996,"Island+of+Dr.+Moreau,+The",9306
First Kid ,1996,First+Kid,12559
"Funeral, The ",1996,"Funeral,+The",21612
"Preacher's Wife, The ",1996,"Preacher's+Wife,+The",21539
Paradise Road ,1997,Paradise+Road,77223
Brassed Off ,1997,Brassed+Off,9450
"Thousand Acres, A ",1997,"Thousand+Acres,+A",66588
"Smile Like Yours, A ",1997,"Smile+Like+Yours,+A",33657
Murder in the First ,1995,Murder+in+the+First,8438
Airheads ,1994,Airheads,13595
With Honors ,1994,With+Honors,16297
What's Love Got to Do with It ,1993,What's+Love+Got+to+Do+with+It,15765
Killing Zoe ,1994,Killing+Zoe,507
Renaissance Man ,1994,Renaissance+Man,11858
Charade ,1963,Charade,4808
"Fox and the Hound, The ",1981,"Fox+and+the+Hound,+The",10948
"Big Blue, The (Grand bleu, Le) ",1988,"Big+Blue,+The+(Grand+bleu,+Le)",175
Booty Call ,1997,Booty+Call,21915
How to Make an American Quilt ,1995,How+to+Make+an+American+Quilt,11861
Georgia ,1995,Georgia,97406
"Indian in the Cupboard, The ",1995,"Indian+in+the+Cupboard,+The",11359
Blue in the Face ,1995,Blue+in+the+Face,5894
Unstrung Heroes ,1995,Unstrung+Heroes,52856
Unzipped ,1995,Unzipped,77350
Before Sunrise ,1995,Before+Sunrise,76
Nobody's Fool ,1994,Nobody's+Fool,11593
Pushing Hands ,1992,Pushing+Hands,25296
To Live (Huozhe) ,1994,To+Live+(Huozhe),31439
Dazed and Confused ,1993,Dazed+and+Confused,9571
Naked ,1993,Naked,21450
Orlando ,1993,Orlando,9300
Ruby in Paradise ,1993,Ruby+in+Paradise,47889
Some Folks Call It a Sling Blade ,1993,Some+Folks+Call+It+a+Sling+Blade,-1
"Month by the Lake, A ",1995,"Month+by+the+Lake,+A",41007
Funny Face ,1957,Funny+Face,13320
"Affair to Remember, An ",1957,"Affair+to+Remember,+An",8356
Little Lord Fauntleroy ,1936,Little+Lord+Fauntleroy,23114
"Inspector General, The ",1949,"Inspector+General,+The",40206
Winnie the Pooh and the Blustery Day ,1968,Winnie+the+Pooh+and+the+Blustery+Day,81310
Hear My Song ,1991,Hear+My+Song,54405
Mediterraneo ,1991,Mediterraneo,38251
Passion Fish ,1992,Passion+Fish,41768
Grateful Dead ,1996,Grateful+Dead,-1
Eye for an Eye ,1996,Eye+for+an+Eye,17182
Fear ,1996,Fear,10543
Solo ,1996,Solo,29621
"Substitute, The ",1996,"Substitute,+The",20762
Heaven's Prisoners ,1996,Heaven's+Prisoners,36915
"Trigger Effect, The ",1996,"Trigger+Effect,+The",58770
Mother Night ,1996,Mother+Night,20318
Dangerous Ground ,1996,Dangerous+Ground,82656
Maximum Risk ,1996,Maximum+Risk,10861
"Rich Man's Wife, The ",1996,"Rich+Man's+Wife,+The",44465
Shadow Conspiracy ,1997,Shadow+Conspiracy,38153
Blood & Wine ,1996,Blood+&+Wine,9431
Turbulence ,1997,Turbulence,34314
Underworld ,1997,Underworld,85242
"Beautician and the Beast, The ",1997,"Beautician+and+the+Beast,+The",17894
Cats Don't Dance ,1997,Cats+Don't+Dance,24662
Anna Karenina ,1997,Anna+Karenina,50512
Keys to Tulsa ,1997,Keys+to+Tulsa,118991
Head Above Water ,1997,Head+Above+Water,-1
Hercules ,1997,Hercules,11970
"Last Time I Committed Suicide, The ",1997,"Last+Time+I+Committed+Suicide,+The",34941
"Kiss Me, Guido ",1997,"Kiss+Me,+Guido",32519
"Big Green, The ",1995,"Big+Green,+The",26441
Stuart Saves His Family ,1995,Stuart+Saves+His+Family,28033
Cabin Boy ,1994,Cabin+Boy,26391
Clean Slate ,1994,Clean+Slate,18658
Lightning Jack ,1994,Lightning+Jack,22317
"Stupids, The ",1996,"Stupids,+The",16299
"Pest, The ",1997,"Pest,+The",17949
That Darn Cat! ,1997,That+Darn+Cat!,20735
Geronimo: An American Legend ,1993,Geronimo:+An+American+Legend,35588
"Double vie de Véronique, La (Double Life of Veronique, The) ",1991,"Double+vie+de+Véronique,+La+(Double+Life+of+Veronique,+The)",-1
Until the End of the World (Bis ans Ende der Welt) ,1991,Until+the+End+of+the+World+(Bis+ans+Ende+der+Welt),-1
Waiting for Guffman ,1997,Waiting+for+Guffman,16448
I Shot Andy Warhol ,1996,I+Shot+Andy+Warhol,26890
Stealing Beauty ,1996,Stealing+Beauty,14553
Basquiat ,1996,Basquiat,549
2 Days in the Valley ,1996,2+Days+in+the+Valley,9401
Private Parts ,1997,Private+Parts,9403
Anaconda ,1997,Anaconda,9360
Romy and Michele's High School Reunion ,1997,Romy+and+Michele's+High+School+Reunion,9611
Shiloh ,1997,Shiloh,-1
Con Air ,1997,Con+Air,1701
Trees Lounge ,1996,Trees+Lounge,27845
Tie Me Up! Tie Me Down! ,1990,Tie+Me+Up!+Tie+Me+Down!,2469
"Die xue shuang xiong (Killer, The) ",1989,"Die+xue+shuang+xiong+(Killer,+The)",-1
Gaslight ,1944,Gaslight,13528
